temp_id,Citation in Wright,MS URI where first encountered,Page in Wright where first encountered,Added by,,Optional Brief description,Optional Full Citation,Optional Comments to Gen. Editors,cbss_uri,,,,
smblBibl179,Lausiac History of Palladius,https://bl.syriac.uk/ms/415,https://archive.org/details/catalogueofsyria03brituoft/page/1109/mode/1up?view=theater,Daniel Edwards,,,Not sure if this should be a bibliography record or not,,https://www.zotero.org/groups/4861694/items/4SU2ENGK,Complete,"There are many editions of the Lausiac history; this citation is actually to Rosweyde, Vitae Patrum. Wright gives page number for another citation to Rosweyde on this page that confirms that he used the 1628 edition. The first edition was 1615.",,
smblBibl180,Paradise of Heraclides,https://bl.syriac.uk/ms/415,https://archive.org/details/catalogueofsyria03brituoft/page/1109/mode/1up?view=theater,Daniel Edwards,,,Not sure if this should be a bibliography record or not,,https://www.zotero.org/groups/4861694/items/4SU2ENGK,Complete,"See above. In the 1615 edition, the corresponding page is 956, not 962.",,
smblBibl181,"Cowper's Analecta Nicaena, 1857",https://bl.syriac.uk/ms/254,https://archive.org/details/catalogueofsyria02brituoft/page/1030/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_on_syriac_studies/search/cowper/titleCreatorYear/items/6QTR6IKU/item-list,Complete,,,
smblBibl182,"Labbe, Sacrosancta Concilia, ed. Coleti, t. iv., coll. 1785",https://bl.syriac.uk/ms/254,https://archive.org/details/catalogueofsyria02brituoft/page/1032/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/LGGE9GBW,Complete,,,
smblBibl183,"Labbe, t. iv., col. 1788.",https://bl.syriac.uk/ms/254,https://archive.org/details/catalogueofsyria02brituoft/page/1032/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/LGGE9GBW,Complete,,,
smblBibl184,"Opera, t. xi",https://bl.syriac.uk/ms/298,https://archive.org/details/catalogueofsyria02brituoft/page/476/mode/2up,Carlo Emilio Biuzzi,,Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/D5JZFJGV,Complete,Column C URI does not match te page in Wright.,,
smblBibl185,"Migne, Patrol. Gr., t. lxii",https://bl.syriac.uk/ms/298,https://archive.org/details/catalogueofsyria02brituoft/page/476/mode/2up,Carlo Emilio Biuzzi,,Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/T6HJIME8,Complete,,,
smblBibl186,"Payne Smith's Catalogue of the Syriac MSS in the Bodleian Library, col. 115, note b.",https://bl.syriac.uk/ms/255,https://archive.org/details/catalogueofsyria01brituoft/page/176/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/EKJQ2NBB,Complete,,,
smblBibl187,"Land, Anecdota Syriaca, t. i.",https://bl.syriac.uk/ms/255,https://archive.org/details/catalogueofsyria01brituoft/page/176/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_on_syriac_studies/search/anecdota%20syriaca/titleCreatorYear/items/EGSYB5AD/item-list,Complete,,,
smblBibl188,"Cotelerius, t. i., p. 698",https://bl.syriac.uk/ms/25,https://archive.org/details/catalogueofsyria02brituoft/page/632/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/3AW4V2LY,Complete,,,
smblBibl189,"Labbe, t. iv., coll. 1573—80",https://bl.syriac.uk/ms/258,https://archive.org/details/catalogueofsyria02brituoft/page/1028/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/LGGE9GBW,Complete,Column C is incorrect here; should be https://bl.syriac.uk/ms/257. The correct page in Wright is: https://archive.org/details/catalogueofsyria02brituoft/page/1028/mode/2up.,,
smblBibl190,"Opera, ed. Aubert, t. v., pars i., pag. 714",https://bl.syriac.uk/ms/258,https://archive.org/details/catalogueofsyria02brituoft/page/738/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/JSVEJ2XR,Complete,,,
smblBibl191,"Opera, t. viii., p. 650",https://bl.syriac.uk/ms/258,https://archive.org/details/catalogueofsyria02brituoft/page/738/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/L6NMGDN9,Complete,,,
smblBibl192,"Opera, t. v., p. 155",https://bl.syriac.uk/ms/258,https://archive.org/details/catalogueofsyria02brituoft/page/738/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/36XXW3DG,Complete,,,
smblBibl193,"Opera, t. i., pars 2, pag. 911",https://bl.syriac.uk/ms/258,https://archive.org/details/catalogueofsyria02brituoft/page/738/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/U8FR2M97,Complete,,,
smblBibl194,"Opera, ed. 1755-6, t. i., p. 38 B",https://bl.syriac.uk/ms/266,https://archive.org/details/catalogueofsyria02brituoft/page/498/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl195,"Opera, t. i., p. 615 C",https://bl.syriac.uk/ms/266,https://archive.org/details/catalogueofsyria02brituoft/page/498/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl196,"Opera, ed. 1755-6, t. i., p. 74 C",https://bl.syriac.uk/ms/267,https://archive.org/details/catalogueofsyria02brituoft/page/498/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl197,"Opera, t. i., p. 171 C",https://bl.syriac.uk/ms/267,https://archive.org/details/catalogueofsyria02brituoft/page/498/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl198,"Opera, t. i., p. 359 B",https://bl.syriac.uk/ms/267,https://archive.org/details/catalogueofsyria02brituoft/page/498/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl199,"Bickell, Literarischer Handweiser for 1869",https://bl.syriac.uk/ms/327,https://archive.org/details/catalogueofsyria02brituoft/page/670/mode/1up,Andrew Tucker,,"Wright references this work, which ostensibly discusses Cyrillona",,,https://www.zotero.org/groups/4861694/items/ALFRJE3F,Complete,This appears to be the correct section of the journal. Wright cites a comment by Dr. Bickell on coll. 150--not sure if there's a good way to record that information in the Zotero citation (which currently does not have an author).,,
smblBibl200,"Opera, t. v., pars ii., p. 174",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl201,"Opera, t. vi., p. 145",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/D2QUIDTC,Complete,,,
smblBibl202,"Opera, t. v., pars i., p. 779",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/JSVEJ2XR,Complete,,,
smblBibl203,"Opera, t. v., pars i., p. 714",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/JSVEJ2XR,Complete,,,
smblBibl204,"Opera, t. v., pars ii., p. 174",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,This appears to be the same citation as smblBibl200.,,
smblBibl205,"Opera, t. v., pars ii., p. 135",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl206,"Opera, t. v., pars ii., p. 141",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl207,"Opera, t. y., pars ii., p. 158",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl208,"Opera, t. y., pars ii., p. 100",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl209,"Opera, t. v., pars ii., p. 102",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl210,"Opera, t. y., pars ii., p. 104",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,The pagination in the Aubert edition repeats. This is in the Epistolae section near the end of the volume.,,
smblBibl211,"Opera, ed. 1698, t. i., p. 901",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/U8FR2M97,Complete,,,
smblBibl212,"Gallandii Biblioth., t. ix., p. 684",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/Q6EQPY6X,Complete,,,
smblBibl213,"Gallandii Bibliotli., t. iii., p. 542",https://bl.syriac.uk/ms/288,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/V5W698BQ,Complete,,,
smblBibl214,"Opera, t. vii., p. 2, line 27",https://bl.syriac.uk/ms/289,https://archive.org/details/catalogueofsyria02brituoft/page/976/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/HAIPPX82,Complete,The link to Wright is incorrect. Should be: https://archive.org/details/catalogueofsyria02brituoft/page/466/mode/2up.,,
smblBibl215,https://www.zotero.org/groups/4861694/items/6W6RCW8F,https://bl.syriac.uk/ms/29,https://archive.org/details/catalogueofsyria02brituoft/page/976/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl216,"Opera, t. i., p. 18 C",https://bl.syriac.uk/ms/29,https://archive.org/details/catalogueofsyria02brituoft/page/976/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,"Wright doesn't specify the edition, but the pagination matches this one.",,
smblBibl217,"Basil, Opera, ed. 1839, t. i. pp. 128-9",https://bl.syriac.uk/ms/91,https://archive.org/details/catalogueofsyria01brituoft/page/34/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/YKYQLYXE,Complete,,,
smblBibl218,"Opera, t. viii., p. 404, line 1",https://bl.syriac.uk/ms/293,https://archive.org/details/catalogueofsyria02brituoft/page/470/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/4I7TFCIQ,Complete,,,
smblBibl219,"Migne, Patrol. Gr., t. lix., col. 328, line 52",https://bl.syriac.uk/ms/293,https://archive.org/details/catalogueofsyria02brituoft/page/470/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/FET8WIQ9,Complete,,,
smblBibl220,"Assemani, no. 2",https://bl.syriac.uk/ms/353#msPart1,https://archive.org/details/catalogueofsyria02brituoft/page/832/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl221,"Assemani, no. 3",https://bl.syriac.uk/ms/353#msPart1,https://archive.org/details/catalogueofsyria02brituoft/page/832/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl222,"Montfaucon, Collectio Nova Patrum et Scriptt. Grraece., t. i. p. 2",https://bl.syriac.uk/ms/91,https://archive.org/details/catalogueofsyria01brituoft/page/36/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/N4WBBV5D,Complete,,,
smblBibl223,"Athanasius letter to Marcellinus, Opera, ed. 1698, t. i., pars 2, p. 998 ",https://bl.syriac.uk/ms/91,https://archive.org/details/catalogueofsyria01brituoft/page/36/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/U8FR2M97,Complete,,,
smblBibl224,"Bugati, Psalmi secundum edit. LXX interpretum, p. 493, ",https://bl.syriac.uk/ms/91,https://archive.org/details/catalogueofsyria01brituoft/page/36/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/2RAKGPW9,Complete,,,
smblBibl225,"F. Field, Origenis Hexaplorum quae supersunt, etc., tomi ii fasciculus i, Oxon. 1867",https://bl.syriac.uk/ms/91,https://archive.org/details/catalogueofsyria01brituoft/page/34/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/FIYIM9WN,Complete,"Wright explicitly cites the 1867 edition here, which I could only find as a PDF on Ebsco. More common is the 1875 edition, which has the same pagination but whose volumes are not divided into fascicles.",,
smblBibl226,"Le Quien, Or. Christ., t. i., col. 226",https://bl.syriac.uk/ms/375,https://archive.org/details/catalogueofsyria02brituoft/page/818/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6W6RCW8F,Complete,,,
smblBibl227,"the Works of Chrysostom, ed. Saville, t. vii., p. 641",https://bl.syriac.uk/ms/375,https://archive.org/details/catalogueofsyria02brituoft/page/818/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/DWN7JNCJ,Complete,"1) The GB edition linked in this citation has the pages in reverse order, which is frustrating, but locating the correct volume in EEBO wasn't working for me. 2) Incorrect link to Wright again. Should be: https://archive.org/details/catalogueofsyria02brituoft/page/480/mode/2up.",,
smblBibl228,"Le Quien, Oriens Christ., t. ii., col. 409",https://bl.syriac.uk/ms/1487#msPart2,https://archive.org/details/catalogueofsyria03brituoft/page/1148/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl229,"Renaudot, Hist. Patr. Alexandrin. Jacobit., p. 114",https://bl.syriac.uk/ms/1487#msPart2,https://archive.org/details/catalogueofsyria03brituoft/page/1148/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/6PIG34XQ,Complete,,,
smblBibl230,de Lagarde edition of Greek text of Titus Bostrenus,https://bl.syriac.uk/ms/345,https://archive.org/details/catalogueofsyria02brituoft/page/723/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/32E3B3SE,Complete,,,
smblBibl231,"de Lagarde, Reliquiae juris ecclesiast. antiquiss.,19.1 p. ܩܟܕ,",https://bl.syriac.uk/ms/1487#msPart2,https://archive.org/details/catalogueofsyria03brituoft/page/1080/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/V7BB9B3F,Complete,"I believe Wright is citing the Syriac edition rather than the Greek, given the page number in Syriac.",,
smblBibl232,"Opera, ed. Savil., t. vii., p. 641",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/DWN7JNCJ,Complete,,,
smblBibl233,"Cyril of Alexandria, Opera, t. vi",https://bl.syriac.uk/ms/1475,https://archive.org/details/catalogueofsyria02brituoft/page/691/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/D2QUIDTC,Complete,,,
smblBibl234,"Gallandii Bibl. Vett. Patrum, t. viii., p. 3",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl235,"Gallandii Bibl., t. viii., p. 13",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl236,"Gallandii Bibl., t. vii., p. 22, hom. v",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/54B9TMK9,Complete,,,
smblBibl237,"Gallandii Bibl., t. viii., p. 36",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl238,"Gallandii Bibl., t. viii., p. 28",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl239,"Gallandii Bibl., t. viii., p. 73",https://bl.syriac.uk/ms/1224#msPart3,https://archive.org/details/catalogueofsyria02brituoft/page/834/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl240,"Gallandi Bibl. Patr., t. iii",https://bl.syriac.uk/ms/1475,https://archive.org/details/catalogueofsyria02brituoft/page/691/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/V5W698BQ,Complete,,,
smblBibl241,"Journal of Sacred Literature for Jan. 1867, 4th Series, vol. x.",https://bl.syriac.uk/ms/34,https://archive.org/details/catalogueofsyria02brituoft/page/543/mode/1up?view=theater,Peter Miller,,,,,https://www.zotero.org/groups/4861694/items/HN7VUDS7,Complete,"This citation was already in CBSS, but the formatting seems incorrect for a journal article.",,
smblBibl242,"Opera, t. i.",https://bl.syriac.uk/ms/350,https://archive.org/details/catalogueofsyria02brituoft/page/698/mode/1up,Andrew Tucker,,Basil's opera,,,https://www.zotero.org/groups/4861694/items/YKYQLYXE,Complete,"There are multiple citations to various Opera on this page, but I'm following column G in choosing Basil's Opera for this citation.",,
smblBibl243,"John Chrysostom, Opera, t. xii",https://bl.syriac.uk/ms/1475,https://archive.org/details/catalogueofsyria02brituoft/page/692/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/X6F9BV2Q,Complete,,,
smblBibl244,"John Chrysostom, Opera, t. iv",https://bl.syriac.uk/ms/1475,https://archive.org/details/catalogueofsyria02brituoft/page/692/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/KQKAV8T2,Complete,,,
smblBibl245,Opera,https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/122/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/48TZQRWZ,Complete,"Found this in SMBL already, but the editor is missing. I couldn't figure it out--maybe Gerrhardus Vossius, who did the 1604 edition? Zonaras? The publishers?",,
smblBibl246,"Badger, The Nestorians and their Rituals",https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/122/mode/2up,Rachel Edney,,,,,https://zotero.org/groups/392292/items/Z9CGP4PW,Complete,,,
smblBibl247,"SS. PP. Gregorii Thaumaturgi, Macarii Aegyptii, et Basilii Seleuciensis Opera (Paris, 1622), p. 1",https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/124/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/48TZQRWZ,Complete,This citation is identical to smblBibl245. Same question re: editor.,,
smblBibl248,"Payne Smith, Catalogue, art. Athanasius, patr. Alexand",https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/124/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/EKJQ2NBB,Complete,,,
smblBibl249,"de Lagarde's Reliqq. juris ecclesiat. antiquiss., p. 2",https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/124/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/6JFXPXML,Complete,The page number in Arabic numerals leads me to believe that this is the Greek edition.,,
smblBibl250,"Assemani, Bibl. Or., t. i. p. 495",https://bl.syriac.uk/ms/754,https://archive.org/details/catalogueofsyria01brituoft/page/124/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl251,"Assemani, Codex Liturgicus, t. vii",https://bl.syriac.uk/ms/548,https://archive.org/details/catalogueofsyria01brituoft/page/205/mode/1up?view=theater,Peter Miller,,,,"Should we treat the collection of Codex Liturgicus as one item despite being multiple volumes? If so, combine with smblBibl165",https://www.zotero.org/groups/4861694/items/YALB8F4Z,Complete,,,
smblBibl252,"S. Ephraemi Opera, Gr. Lat. t. ii., p. 395",https://bl.syriac.uk/ms/364,https://archive.org/details/catalogueofsyria02brituoft/page/781/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/3CT326KQ,Complete,"This is vol. 2 of the Greek/Latin edition, not to be confused with vol. 2 of the Syriac/Latin edition.",,
smblBibl253,"Sachau, Hermes, Bd. iv., p. 74",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/IAWWZA5K,Complete,,,
smblBibl254,"Gregorii, Macarii et Basilii Opera ed. Paris., 1622, p. 1.",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/48TZQRWZ ,Complete,,,
smblBibl255,"Gallandii Bibl. Patrum, t. viii., p. 3",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl256,"Gallandii Bibl. Patrum, t. viii., p. 13",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl257,"Gallandii Bibl. Patr., t. vii., p. 308, orat. xxv",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/54B9TMK9,Complete,,,
smblBibl258,"Nili Opuscula, ed. Suaresius, p. 408 seqq.",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/LPCA7BKR,Complete,,,
smblBibl259,"Assemani, Bibl. Or., t. i., p. 319, no. 103",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,also https://bl.syriac.uk/ms/1508,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl260,"Assemani, Bibl. Or., t. i., p. 315, no. 77",https://bl.syriac.uk/ms/1574,https://archive.org/details/catalogueofsyria02brituoft/page/732/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl261,"Gallandii Bibl. Patr., t. viii., pp. 3-27",https://bl.syriac.uk/ms/1397,https://archive.org/details/catalogueofsyria02brituoft/page/744/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl262,"Nili Opusc., ed. Suaresius, p. 408",https://bl.syriac.uk/ms/1397,https://archive.org/details/catalogueofsyria02brituoft/page/744/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/LPCA7BKR,Complete,,,
smblBibl263,"Assemani, Bibl. Or., t. iii., pp. 463 and 617",https://bl.syriac.uk/ms/330,https://archive.org/details/catalogueofsyria02brituoft/page/618/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/BCPWSWWA,Complete,,,
smblBibl265,"Parisian edition of Oecumenus (1630-31, t. ii., pp. 640 seqq.)",https://bl.syriac.uk/ms/1530,https://archive.org/details/catalogueofsyria02brituoft/page/1020/mode/2up,Rachel Edney,,Commentary on the Apocalypse,,,https://www.zotero.org/groups/4861694/items/F6NJR3S6,Complete,,,
smblBibl266,"Cramer's Catena in Epistolas Catholicas etc., Oxon. 1840, pp. 177, seqq.",https://bl.syriac.uk/ms/1530,https://archive.org/details/catalogueofsyria02brituoft/page/1020/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/J9ZR84CT,Complete,,,
smblBibl267,"Opera, ed. Rom., t. iii. p. 296",https://bl.syriac.uk/ms/738,https://archive.org/details/catalogueofsyria01brituoft/page/122/mode/2up,Rachel Edney,,Hymn for the dead by Ephraim,,,https://www.zotero.org/groups/4861694/items/2ZV378X5,Complete,"Vols. 1-3 of this set Greek/Latin ed. G. Assemani, vols. 4-6 Syriac/Latin, of which 4-5 ed. Benedictus and 6 ed. S. Assemani.",,
smblBibl268,"Ephraemi Opera, t. iii p. 164",https://bl.syriac.uk/ms/46,https://archive.org/details/catalogueofsyria02brituoft/page/675/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/2ZV378X5,Complete,,,
smblBibl269,"Opera, t. iii",https://bl.syriac.uk/ms/46,https://archive.org/details/catalogueofsyria02brituoft/page/675/mode/1up,Andrew Tucker,,Basil's opera,,,https://www.zotero.org/groups/4861694/items/2ZV378X5,Complete,,,
smblBibl270,"Assemani, Bibl. Or., t. i. p. 63 (A.D. 861)",https://bl.syriac.uk/ms/738,https://archive.org/details/catalogueofsyria01brituoft/page/122/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl271,"Le Quien, Oriens Christ., t. ii. col. 1436-37",https://bl.syriac.uk/ms/738,https://archive.org/details/catalogueofsyria01brituoft/page/122/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl272,"Opera, ed. Aubert, t. i",https://bl.syriac.uk/ms/48,https://archive.org/details/catalogueofsyria02brituoft/page/491/mode/1up,Andrew Tucker,,Cyril's work,,,https://www.zotero.org/groups/4861694/items/547L84LR,Complete,,,
smblBibl273,"Migne, Patrol. Gr., t, xlvii",https://bl.syriac.uk/ms/511,https://archive.org/details/catalogueofsyria02brituoft/page/480/mode/1up,Andrew Tucker,,Chrysostom Ad Theodorum lapsum,,,https://www.zotero.org/groups/4861694/items/RAM6VNBZ,Complete,,,
smblBibl274,"Synopsis Scripturae Sacrae of John Chrysostom; Opera, t. vi. p. 400, E",https://bl.syriac.uk/ms/730,https://archive.org/details/catalogueofsyria01brituoft/page/32/mode/2up,Rachel Edney,,,,p. 402 for Ruth,https://www.zotero.org/groups/4861694/items/URQJVSHL,Complete,,,
smblBibl275,"Fabricii Bibl. Græca, ed. Harles, vol. x., p. 651",https://bl.syriac.uk/ms/59,https://archive.org/details/catalogueofsyria02brituoft/page/587/mode/1up,Andrew Tucker,,,,also https://bl.syriac.uk/ms/588; https://bl.syriac.uk/ms/1508; https://bl.syriac.uk/ms/383,https://www.zotero.org/groups/4861694/items/EY5T8U9G,Complete,,,
