docId,msLevelUri,msItemId,distinctPath,parentName,textOfBiblNode,biblPtrUri,biblNodeAsString,msItemContents
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/119.xml,http://syriaca.org/manuscript/119,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[1],note,"Add. 14,652 , fol. 1b",http://syriaca.org/manuscript/420,"<bibl >Add. 14,652<ptr target='http://syriaca.org/manuscript/420'></ptr>,<citedRange unit='fol' from='1b'>fol. 1b</citedRange></bibl>",The Book of Women
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/119.xml,http://syriaca.org/manuscript/119,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[2],note,"Egerton 704 , foll. 197 a and 287 a",http://syriaca.org/manuscript/1153,"<bibl >Egerton 704<ptr target='http://syriaca.org/manuscript/1153'></ptr>,<citedRange unit='fol' from='197a'>foll. 197 a</citedRange>and<citedRange unit='fol' from='287a'>287 a</citedRange></bibl>",The Book of Women
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/119.xml,http://syriaca.org/manuscript/119,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl,note,his edition of the Apocrypha,,<bibl >his edition of the Apocrypha</bibl>,The Book of Women
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl,note,"Add. 14,578",,"<bibl >Add. 14,578</bibl>",Evagrius. Copious selections from the works of Evagrius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/note/bibl,note,"Add. 14,578, no. 1",,"<bibl >Add. 14,578, no. 1</bibl>",Evagrius. The Doctrine
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/note/bibl,note,"Add. 14,578, no. 9",,"<bibl >Add. 14,578, no. 9</bibl>",Evagrius. Part 2
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[4]/note/bibl,note,"Add. 14,578, no. 4",,"<bibl >Add. 14,578, no. 4</bibl>",Evagrius. Part 4
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[5]/note/bibl,note,"Add. 14,578, no. 13",,"<bibl >Add. 14,578, no. 13</bibl>",Evagrius. Part 5
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[6]/note/bibl,note,"Add. 14,578, no. 5",,"<bibl >Add. 14,578, no. 5</bibl>",Evagrius. Tract without title
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,b7,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[7]/note/bibl,note,"Add. 14,578, no. 23",,"<bibl >Add. 14,578, no. 23</bibl>",Evagrius. Concerning teacher and disciple
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/356.xml,http://syriaca.org/manuscript/356,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl,note,"de Lagarde's Analecta Syr., as far as p. 9, line 26",,"<bibl >de Lagarde's Analecta Syr., as far as p. 9, line 26</bibl>",Xystus. The greater part of the first discourse of Xystus of Rome
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note/listBibl/bibl,listBibl,"Add. 14,643","http://syriaca,org/manuscript/407","<bibl >Add. 14,643<ptr target='http://syriaca,org/manuscript/407'></ptr></bibl>","Eusebius. The commencement of an Epitome of the Chronicle of Eusebius, from the creation of the world down to A. Gr. 8—2"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p3a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem/note/listBibl/bibl,listBibl,"Add. 14,509",http://syriaca.org/manuscript/203,"<bibl >Add. 14,509<ptr target='http://syriaca.org/manuscript/203'></ptr></bibl>",Hymns and prayers for the following occasions
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p13a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[13]/msContents/msItem/listBibl/bibl[1],listBibl,"Renaudot, Hist. Patr. Alexandr. Jacob., p. 295",,"<bibl >Renaudot, Hist. Patr. Alexandr. Jacob., p. 295</bibl>","A note, which states that the manuscript, to which it belonged, was presented to the convent of S. Mary Deipara , with nine other volumes, by the monks Daniel , Isaac , and Solomon , of the Syrian convent of Mar Jonas at Mareia in Egypt , A. Gr. 1160 , A.D. 849 , when Cosmas was patriarch of Alexandria , and John (III.) of Antioch ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p13a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[13]/msContents/msItem/listBibl/bibl[2],listBibl,"Le Quien, Or. Christ., t. ii., col. 4G9",,"<bibl >Le Quien, Or. Christ., t. ii., col. 4G9</bibl>","A note, which states that the manuscript, to which it belonged, was presented to the convent of S. Mary Deipara , with nine other volumes, by the monks Daniel , Isaac , and Solomon , of the Syrian convent of Mar Jonas at Mareia in Egypt , A. Gr. 1160 , A.D. 849 , when Cosmas was patriarch of Alexandria , and John (III.) of Antioch ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p14a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/msContents/msItem/title/listBibl/bibl,listBibl,the previous number http://syriaca.org/manuscript/447,,<bibl ><msIdentifier ><idno type='shelfmark'>the previous number</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/447</idno></altIdentifier></msIdentifier></bibl>,A note to the same effect as the previous number http://syriaca.org/manuscript/447
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/911.xml,http://syriaca.org/manuscript/911,p16a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[16]/msContents/msItem[1]/title/listBibl/bibl,listBibl,the two previous numbers http://syriaca.org/manuscript/477,,<bibl ><msIdentifier ><idno type='shelfmark'>the two previous numbers</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/477</idno></altIdentifier></msIdentifier></bibl>,A note to the same effect as the two previous numbers http://syriaca.org/manuscript/477 .
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1.xml,http://syriaca.org/manuscript/1,p2b1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[1]/note/bibl,note,"Chrysostom, Synopsis Scripturae Sacrae; Opera, t vi. p. 397; Migne, Patrol. Gr., t. lvi., col. 336.",,"<bibl >Chrysostom, Synopsis Scripturae Sacrae; Opera, t vi. p. 397; Migne, Patrol. Gr., t. lvi., col. 336.</bibl>",Summary of the contents.
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1.xml,http://syriaca.org/manuscript/1,p2b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[2]/note/p[3]/bibl[1],p,Hexapla,http://syriaca.org/work/185,<bibl >Hexapla<ptr target='http://syriaca.org/work/185'></ptr></bibl>,"The book of Joshua, translated from the Septuagint by Paul of Tellā"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1.xml,http://syriaca.org/manuscript/1,p2b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[2]/note/p[3]/bibl[2],p,Aquila,http://syriaca.org/work/182,<bibl >Aquila<ptr target='http://syriaca.org/work/182'></ptr></bibl>,"The book of Joshua, translated from the Septuagint by Paul of Tellā"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1.xml,http://syriaca.org/manuscript/1,p2b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[2]/note/p[3]/bibl[3],p,Symmachus,http://syriaca.org/work/183,<bibl >Symmachus<ptr target='http://syriaca.org/work/183'></ptr></bibl>,"The book of Joshua, translated from the Septuagint by Paul of Tellā"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1.xml,http://syriaca.org/manuscript/1,p2b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[2]/note/p[3]/bibl[4],p,Theodotion,http://syriaca.org/work/184,<bibl >Theodotion<ptr target='http://syriaca.org/work/184'></ptr></bibl>,"The book of Joshua, translated from the Septuagint by Paul of Tellā"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/339.xml,http://syriaca.org/manuscript/339,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[2]/bibl,note,"Assemani, Bibl. Or., t. ii., p. 77, no. vii",,"<bibl >Assemani, Bibl. Or., t. ii., p. 77, no. vii</bibl>",Index of the chapters
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/339.xml,http://syriaca.org/manuscript/339,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[3]/bibl[1],note,Forshall's Catalogue: nos. 1,,<bibl >Forshall's Catalogue: nos. 1</bibl>,Index of the chapters
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/339.xml,http://syriaca.org/manuscript/339,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[3]/bibl[2],note,Rosen's Catalogue: li,,<bibl >Rosen's Catalogue: li</bibl>,Index of the chapters
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/339.xml,http://syriaca.org/manuscript/339,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/listBibl/bibl,listBibl,,,<bibl ></bibl>,Index of the chapters
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/listBibl/bibl,listBibl,"Add. 12, 163, fol. 128b",,"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/42'>Add. 12, 163, fol. 128b</idno></msIdentifier></bibl>",John Chrysostom. On Virginity and Repentance
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,b3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[1]/listBibl/bibl,listBibl,"Assemani, Bibl. Or., t. i., p. 317, no. 97, serm. i",,"<bibl >Assemani, Bibl. Or., t. i., p. 317, no. 97, serm. i</bibl>",Jacob of Batnae. On the Prodigal Son
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,b4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[2]/listBibl/bibl,listBibl,"Assemani, p. 317, no. 90",,"<bibl >Assemani, p. 317, no. 90</bibl>",Jacob of Batnae. Against the Blasphemer
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,b5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[3]/listBibl/bibl,listBibl,"Assemani, p. 326, no. 178, serm. ii",,"<bibl >Assemani, p. 326, no. 178, serm. ii</bibl>",Jacob of Batnae. Against leaving the church during the celebration of the holy Eucharist
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,b6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[4]/listBibl/bibl,listBibl,"Assemani, p. 319, no. 103.",,"<bibl >Assemani, p. 319, no. 103.</bibl>",Jacob of Batnae. On the Lord's Prayer
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/341.xml,http://syriaca.org/manuscript/341,a4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/listBibl/bibl,listBibl,"Opera, t. v., p. 708",,"<bibl >Opera, t. v., p. 708</bibl>",John Chrysostom. Discourse of John Chrysostom on Ps. li (i.e. Psalm 51)
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[1]/bibl[1],note,"O. F. Fritzsche, de Theodori Mopsuesteni vita et scriptis commentatio (Halae, 1836), p. 88",,"<bibl >O. F. Fritzsche, de Theodori Mopsuesteni vita et scriptis commentatio (Halae, 1836), p. 88</bibl>","Theodore of Mopsuestia. Fragments of the treatise of Theodore of Mopsuestia on the Incarnation of our Lord, divided into 15 books The Greek title seems to have been Περὶ ἐνανθρωπήσεως τοῦ ὑιοῦ τοῦ Θεοῦ λόγοι ιεʹ ; that of the Syriac translation was, perhaps, ܡܛܠ ܦܓܪܢܘܬܗ ܕܒܪܐ ܕܐܠܗܐ ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[1]/bibl[2],note,"Migne, Patrol. Gr., t. lxvi., col. 55",,"<bibl >Migne, Patrol. Gr., t. lxvi., col. 55</bibl>","Theodore of Mopsuestia. Fragments of the treatise of Theodore of Mopsuestia on the Incarnation of our Lord, divided into 15 books The Greek title seems to have been Περὶ ἐνανθρωπήσεως τοῦ ὑιοῦ τοῦ Θεοῦ λόγοι ιεʹ ; that of the Syriac translation was, perhaps, ܡܛܠ ܦܓܪܢܘܬܗ ܕܒܪܐ ܕܐܠܗܐ ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[1]/bibl[3],note,"Assemani, Bibl. Or., t. iii., pars 1., p. 33",,"<bibl >Assemani, Bibl. Or., t. iii., pars 1., p. 33</bibl>","Theodore of Mopsuestia. Fragments of the treatise of Theodore of Mopsuestia on the Incarnation of our Lord, divided into 15 books The Greek title seems to have been Περὶ ἐνανθρωπήσεως τοῦ ὑιοῦ τοῦ Θεοῦ λόγοι ιεʹ ; that of the Syriac translation was, perhaps, ܡܛܠ ܦܓܪܢܘܬܗ ܕܒܪܐ ܕܐܠܗܐ ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[1]/bibl[4],note,"Cave, Hist. Liter., t. i., p. 387",,"<bibl >Cave, Hist. Liter., t. i., p. 387</bibl>","Theodore of Mopsuestia. Fragments of the treatise of Theodore of Mopsuestia on the Incarnation of our Lord, divided into 15 books The Greek title seems to have been Περὶ ἐνανθρωπήσεως τοῦ ὑιοῦ τοῦ Θεοῦ λόγοι ιεʹ ; that of the Syriac translation was, perhaps, ܡܛܠ ܦܓܪܢܘܬܗ ܕܒܪܐ ܕܐܠܗܐ ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[3]/bibl,note,"""Theodori Mopsuesteni Fragmenta Syriaca,"" Leipzig, 1869",,"<bibl >""Theodori Mopsuesteni Fragmenta Syriaca,"" Leipzig, 1869</bibl>","Theodore of Mopsuestia. Fragments of the treatise of Theodore of Mopsuestia on the Incarnation of our Lord, divided into 15 books The Greek title seems to have been Περὶ ἐνανθρωπήσεως τοῦ ὑιοῦ τοῦ Θεοῦ λόγοι ιεʹ ; that of the Syriac translation was, perhaps, ܡܛܠ ܦܓܪܢܘܬܗ ܕܒܪܐ ܕܐܠܗܐ ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/496.xml,http://syriaca.org/manuscript/496,p3a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem/title/note/bibl,note,"“Literarischer Handweiser,” no. 88 (15 March, 1870), col. 56",,"<bibl >“Literarischer Handweiser,” no. 88 (15 March, 1870), col. 56</bibl>","Fragments of an Anaphora, or perhaps of two Anaphoras See a note by Dr. Bickell in the “Literarischer Handweiser,” no. 88 (15 March, 1870), col. 56 ."
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note/bibl,note,"Add. 14,575 , items 1—6",http://syriaca.org/manuscript/311,"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, items 1—6</bibl>",Isaiah of Scete. Part of the works of Isaiah of Scete
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p3a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[1]/note/bibl,note,"Acta Sanctt., Febr., t. ii., pp. 537, seqq",,"<bibl >Acta Sanctt., Febr., t. ii., pp. 537, seqq</bibl>",The history of Euphrosyne of Alexandria
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p3a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[2]/note[1]/bibl,note,"Add. 14,649, fol. 103 b",,"<bibl >Add. 14,649, fol. 103 b</bibl>",The history of another virgin of Alexandria
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p3a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/note/bibl,note,"Rosweyde, Vitae Patrum, lib. i., p. 393.",,"<bibl >Rosweyde, Vitae Patrum, lib. i., p. 393.</bibl>","The history of Maria , who entered a convent of monks under the name of Marinus , ܡܐܪܝܢܐ"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p3a5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[5]/note/bibl,note,"Acta Sanctt., Octob., t. iv., p. 998",,"<bibl >Acta Sanctt., Octob., t. iv., p. 998</bibl>",The history of Andronicus and his wife Athanasia
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p5a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/listBibl/bibl,listBibl,"Assemani, Bibl. Or., t. i., p. 428; t. ii., p. 111",,"<bibl >Assemani, Bibl. Or., t. i., p. 428; t. ii., p. 111</bibl>","The Priest Simon. A discourse of Simeon, νοσοκόμος of the great ξενοδοχεῖον of Edessa on the Return of the Jews from the Captivity at Babylon, and on the Seventy Weeks of the prophet Daniel"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/note/bibl,note,"Add. 21,154 12,154 , fol. 264b, seqq. , and 291a",http://syriaca.org/manuscript/29,"<bibl >Add.<choice ><sic >21,154</sic><corr resp='http://syriaca.org/documentation/editors.xml#jarnwine'>12,154</corr></choice><ptr target='http://syriaca.org/manuscript/29'></ptr>,<citedRange unit='fol' from='264b'>fol. 264b, seqq.</citedRange>, and<citedRange unit='fol' from='291a'>291a</citedRange></bibl>","Jacob of Edessa. Seventeen letters of Jacob of Edessa, addressed, with one exception, to John the Stylite of ܠܝܬܪܝܒ"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[1]/note[3]/bibl,note,"Dr. E. Schröter, in the Zeitschrift der D. M. G., Bd. xxiv., p. 261",,"<bibl >Dr. E. Schröter, in the Zeitschrift der D. M. G., Bd. xxiv., p. 261</bibl>",Jacob of Edessa. Letter to John the Stylite
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[5]/note[2]/bibl,note,"Opera, t. iii., p. 79",,"<bibl >Opera, t. iii., p. 79</bibl>",Jacob of Edessa. To John the Stylite
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[12]/note[1]/p[1]/bibl,p,"Opera, t. ii., p. 440",,"<bibl >Opera, t. ii., p. 440</bibl>",Jacob of Edessa. To the same
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[12]/note[2]/bibl[1],note,"Journal of Sacred Literature, 4th Series, vol. x., p. 430",,"<bibl >Journal of Sacred Literature, 4th Series, vol. x., p. 430</bibl>",Jacob of Edessa. To the same
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[12]/note[2]/bibl[2],note,"Zeitschrift der D. M. G., Bd. xxiv., p. 296",,"<bibl >Zeitschrift der D. M. G., Bd. xxiv., p. 296</bibl>",Jacob of Edessa. To the same
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[13]/note/p[12]/bibl,p,"de Lagarde's Libri vet. Test, apocryphi, p. 89, line 17",,"<bibl >de Lagarde's Libri vet. Test, apocryphi, p. 89, line 17</bibl>",Jacob of Edessa. To the same
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/61.xml,http://syriaca.org/manuscript/61,p6_2b13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[2]/msContents/msItem/msItem[13]/note/p[19]/bibl[1],p,"Journal of Sacred Literature, 4th Series, vol. x., p. 430",,"<bibl >Journal of Sacred Literature, 4th Series, vol. x., p. 430</bibl>",Jacob of Edessa. To the same
