localId,fileName,uri,shelfmark,form,materialAttribute,materialTextNode,physicalDescription,updatedForm,updatedMaterialAttribute,updatedMaterialTextNode,status,assignee,notes
28,/data/tei/1.xml,http://syriaca.org/manuscript/3,Add MS 12133 foll. 109-169,codex,perg,Vellum,"Vellum, about 9 7/8 in. by 6 5/8, consisting of 61 leaves (Add. 12,133, foll. 109—169), some of which are slightly stained and the last is much torn. The quires, signed with letters, were originally eight in number, but the signatures now run from ܝܒto ܝܚ. Leaves are wanting at the beginning, and after foll. 112, 113, 119, 120, and 128. There are 25 or 26 lines in each page. The writing is a fine, regular Estrangela of the viiith cent.",,,,checked,Claire,
29,/data/tei/339.xml,http://syriaca.org/manuscript/339,Add MS 14603,codex,perg,Vellum,"Vellum, about 10 1/4 in. by 6 7/8, consisting of 85 leaves, some of which are much stained and torn, especially foll. 6, 8, 9, 22, 32, 40, 41, 43, and 48. The quires were originally 15 in number, but ܘ , ܛ and ܝܐ are lost, and several others are very imperfect. They are signed with Syriac letters, and also with either Greek letters or Syriac arithmetical figures; e.g. fol. 20 b, �; fol. 41 b,�; fol. 44 a, �; fol. 57 a, �; fol. 67 a, �; fol. 77 a, �. Leaves are wanting after foll. 8, 9, 10, 21, 31, 42, 43, 44, 45, 46, 47, and 56. Each page is divided into two columns, of from 39 to 44 lines. The original description of this manuscript by William Wright includes characters, symbols, or illustrations which cannot be represented. Please consult the attached image.",,,,checked,Claire,
30,/data/tei/341.xml,http://syriaca.org/manuscript/341,Add MS 14605,codex,perg,Vellum,"Vellum, about 7 1/4 in. by 5 1/2, consisting of 140 leaves, some of which are much stained and torn, especially foll. 1—8, 70, 71, 76, 77, 79, and 140. Leaves are wanting after foll. 8, 78, and 86. The quires, signed with letters, are 15 in number. There are from 20 to 24 lines in each page. This volume is written in a good, regular Estrangělā, and dated A.Gr. 964, A.D. 653.",,,,checked,Claire,
31,/data/tei/496.xml,http://syriaca.org/manuscript/496,Add MS 14669,,,,,,,,checked,Claire,
32,/data/tei/496.xml,http://syriaca.org/manuscript/497,"Add MS 14669, foll. 1-18",codex,perg,,"Eighteen vellum leaves, about 10 3/4 in. by 8 3/8, nearly all more or less stained, torn, and mutilated. The quires are signed with letters (fol. 6 b, ܛ). Each page is divided into two columns, of from 34 to 37 lines. The writing is a small, elegant, Edessene Estrangělā, of the vth or vith cent.",unspecified,,,checked,Claire,
33,/data/tei/496.xml,http://syriaca.org/manuscript/1500,"Add MS 14669, fol. 8",codex,perg,,"Vellum leaf. This folio has been used in binding a volume of the discourses of Jacob of Batnae and is now part of Add. 14,669, foll. 1-18 .",leaf,,,checked,Claire,
34,/data/tei/496.xml,http://syriaca.org/manuscript/498,"Add MS 14669, fol. 19",codex,perg,,"A vellum leaf, much mutilated. The writing is neat and regular, in double columns, in a hand of the xth cent.",leaf,,,checked,Claire,
35,/data/tei/496.xml,http://syriaca.org/manuscript/499,"Add MS 14669, foll. 20, 21",codex,perg,,"Two vellum leaves, about 11 1/2 in. by 8 1/4, unfortunately much soiled and torn; written in double columns of 34 or 35 lines, in a fine Edessene hand of the vith cent.",unspecified,,,checked,Claire,
36,/data/tei/496.xml,http://syriaca.org/manuscript/500,Add MS 14669 fol. 22,codex,perg,Vellum,"A vellum leaf, about 10 1/2 in. by 6 5/8, much torn, written in a good, regular hand of the xth cent.",leaf,,,checked,Claire,
37,/data/tei/496.xml,http://syriaca.org/manuscript/501,Add MS 14669 foll. 23-24,codex,perg,Vellum,"Two vellum leaves, about 10 in. by 7 1/2, both slightly stained and torn, written in double columns of 25 or 26 lines. The writing is a fine, large Estrangela of the vith cent.",unspecified,,,checked,Claire,
38,/data/tei/496.xml,http://syriaca.org/manuscript/502,Add MS 14669 fol. 25,codex,perg,Vellum,"A vellum leaf, about 10 in. by 7 1/2, much torn, written in double columns of 27 or 28 lines, in a good, regular Estrangela of the viith cent.",leaf,,,checked,Claire,
39,/data/tei/496.xml,http://syriaca.org/manuscript/503,Add MS 14669 fol. 26,codex,perg,Vellum,"A vellum leaf, 10 ¾ in. by 8 ¼ , slightly torn. It is written in double columns, in an inelegant Estrangela of about the xiith cent.",leaf,,,checked,Claire,
40,/data/tei/496.xml,http://syriaca.org/manuscript/504,Add MS 14669 foll. 27-28,codex,perg,Vellum,"Two vellum leaves, about 9 7/8 in. by 7 1/2, both much soiled. They are written in double columns of from 25 to 27 lines, in a good, regular Estrangela of the viith cent.",unspecified,,,checked,Claire,
41,/data/tei/496.xml,http://syriaca.org/manuscript/505,Add MS 14669 foll. 29-33,codex,perg,Vellum,"Five vellum leaves, about 11 1/4 in. by 8 1/2, all more or less stained and torn (Add. 14,669, foll. 29—33). They are written in double columns of 26 or 27 lines, in a large, regular Estrangela of the vith or viith cent.",unspecified,,,checked,Claire,
42,/data/tei/496.xml,http://syriaca.org/manuscript/506,Add MS 14669 foll. 34-36,codex,perg,Vellum,"Three vellum leaves, about 11 1/2 in. by 8 3/8, much stained and torn, written in double columns of from 21 to 23 lines (Add. 14,669, foll. 34—36). The writing is a large, elegant Estrangela of the vith cent.",unspecified,,,checked,Claire,
43,/data/tei/496.xml,http://syriaca.org/manuscript/507,Add MS 14669 fol. 37,codex,perg,Vellum,"A vellum leaf, about 9 7/8 in. by 7, much stained and torn, written in double, columns of 22 or 23 lines. The character is a large, regular Estrangela of the vith cent.",leaf,,,checked,Claire,
44,/data/tei/496.xml,http://syriaca.org/manuscript/508,Add MS 14669 foll. 38-56,codex,perg,Vellum,"Nineteen vellum leaves, about 11 in. by 8, most of which are more or less stained and torn (Add. 14,669, foll. 38—56). The quires were signed with letters (fol. 51 a, ܘ). There are from 35 to 41 lines in each page. The writing is a good, regular, Nestorian Estrangela, with occasional Syriac vowels and other marks, of about the ixth cent.",unspecified,,,checked,Claire,
45,/data/tei/496.xml,http://syriaca.org/manuscript/509,Add MS 14669 foll. 57-59,codex,perg,Vellum,"Three vellum leaves, about 10 1/2 in. by 8 3/4, slightly stained and torn, written in double columns of from 24 to 26 lines, in a good, regular Estrangela of the vith or viith cent.",unspecified,,,checked,Claire,
46,/data/tei/141.xml,http://syriaca.org/manuscript/141,Add MS 14464,codex,perg,Vellum,"Vellum, about 7 1/4 in. by 4 5/8, consisting of 64 leaves, many of which are stained by water, and a few slightly torn, especially foll. 1, 55, and 64. The quires, eight in number, are signed with letters. Each page has from 19 to 21 lines. This volume is written in a neat, regular Estrangelaof the vithcent,., certainly previous to the year 894, A.D. 583,",,,,checked,Claire,
47,/data/tei/61.xml,http://syriaca.org/manuscript/61,Add MS 12172,,,,,,,,checked,Claire,
48,/data/tei/61.xml,http://syriaca.org/manuscript/62,Add MS 12172 foll. 1-11,codex,perg,Vellum,"Vellum, 9 ½ in. by 6 3/8 , consisting of 11 leaves, the last of which is much torn and the first slightly so. Each page is divided into two columns, of from 28 to 30 lines. This manuscript is written in a good, regular hand of about the xth cent.",,,,checked,Claire,
49,/data/tei/61.xml,http://syriaca.org/manuscript/63,"Add MS 12172, foll. 12-24",codex,perg,,"Vellum, about 93/8in. by 61/8, consisting of 13 leaves (Add. 12,172, foll. 12—24), all more or less stained and soiled. Each page is divided into two columns, of from 27 to34 lines. This manuscript is written in a good, regular hand of about the xth cent.",,,,checked,Claire,
50,/data/tei/61.xml,http://syriaca.org/manuscript/64,"Add MS 12172, foll. 25-54, upper text",codex,perg,,"Vellum, about 93/8in. by 61/8, consisting of 30 leaves (Add. 12,172, foll. 25—54), some of which are much stained and soiled. Each page is divided into two columns, of from 27 to 31 lines.The character is a good, regular cursive of about the xth cent.",,,,checked,Claire,
51,/data/tei/61.xml,http://syriaca.org/manuscript/1492,"Add MS 12172, foll. 28, 31, lower text",codex,perg,,"Vellum, about 9 3/8 in. by 6 1/8. These leaves are palimpsest and now part of Add. 12,172, foll. 25-54 .",,,,checked,Claire,
52,/data/tei/61.xml,http://syriaca.org/manuscript/65,Add MS 12172 foll. 55-64,codex,perg,Vellum,"Vellum, about 9 1/2 in. by 6 1/8, consisting of ten leaves (Add. 12,172, foll. 55—64), thefirst and last of which are much torn. Each page has from 26 to 30 lines. The writing is partly Estrangela, partly cursive, of the ixth cent.",,,,checked,Claire,
53,/data/tei/61.xml,http://syriaca.org/manuscript/66,"Add MS 12172, foll. 65-135",,,,,,,,checked,Claire,
54,/data/tei/61.xml,http://syriaca.org/manuscript/1493,"Add MS 12172, foll. 65-78",codex,perg,,"Vellum, about 9 1/4 in. by 6 3/8, consisting of 27 leaves, a few of which are much soiled and torn, especially foll. 1, 2, 6 and 9. The quires are signed with letters, but only ܝܒ(fol. 18 a) is complete. At present leaves are wanting at the beginning and end, as well asafter foll. 1, 2, 3, 4, 5, 7, 9 and 17. There are from 25 to 29 lines in each page. This volume is written in a neat, regular hand of the ixth cent.",,,,checked,Claire,
55,/data/tei/61.xml,http://syriaca.org/manuscript/1494,"Add MS 12172, foll. 79-135",codex,perg,,"Vellum, about 9 1/2 in. by 6 3/8, consisting of 71 leaves ( Add. 12,172, foll. 65—135 ), a few of which are much soiled and slightly torn. The quires, eight in number, are signed with letters.",,,,checked,Claire,
56,/data/tei/61.xml,http://syriaca.org/manuscript/1182,Add MS 12172 foll. 136-164,codex,perg,Vellum,"Vellum, about 9 1/2 in. by 6 3/8, consisting of 61 leaves (See Add. 12,172, foll. 165-196 ). The quires, six in number, are signed with letters. There are from 22 to 33 lines in each page. It is made up of parts of two manuscripts, the one (Add. 12,172, foll. 136-164 ) of the ixth or xth cent. , the other (Add. 12,172, foll. 165-196 ) of the xth or xith cent.",,,,checked,Claire,
57,/data/tei/61.xml,http://syriaca.org/manuscript/67,Add MS 12172 foll. 165-196,codex,perg,Vellum,"Vellum, about 9 1/2 in. by 6 3/8, consisting of 61 leaves (See Add. 12,172, foll. 136-164 ). The quires, six in number, are signed with letters. There are from 22 to 33 lines in each page. It is made up of parts of two manuscripts, the one (Add. 12,172, foll. 136-164 ) of the ixth or xth cent. , the other (Add. 12,172, foll. 165-196 ) of the xth or xith cent.",,,,checked,Claire,
58,/data/tei/61.xml,http://syriaca.org/manuscript/68,Add MS 12172 foll. 197-234,codex,perg,Vellum,"Vellum, about 8 3/8 in. by 5 7/8, consisting of 38 leaves (Add. 12,172, foll. 197—234). The quires seem to have been signed with both letters and arithmetical figures (see fol. 204); but several of them are either wanting or very defective. Each page has from 19 to 22 lines. This manuscript is beautifully written, in a large, regular Estrangelaof the vithor viithcent. A few vowel-points have been added by a later hand.",,,,checked,Claire,
59,/data/tei/583.xml,http://syriaca.org/manuscript/583,Add MS 14711,codex,perg,,"Paper, about 10 1/4 in. by 6 7/8, consisting of 220 leaves. The quires, signed with letters, are 28 in number. A single leaf is wanting after fol. 185. There are from 18 to 22 lines in each page. This volume is written in a rather inelegant, Malkite hand, and dated A. Gr. 1533 , A.D. 1222 .",,chart,,checked,Claire,
60,/data/tei/1085.xml,http://syriaca.org/manuscript/1085,Add MS 17267,,,,,,,,checked,Claire,
61,/data/tei/1085.xml,http://syriaca.org/manuscript/1086,Add MS 17267 foll. 1-8,codex,chart,Eight paper leaves,"Eight paper leaves, about 10 1/2 in. by 6 3/4, of which the first two and the last are much torn. There are from 34 to 36 lines in each page.",unspecified,,,checked,Claire,
62,/data/tei/1085.xml,http://syriaca.org/manuscript/1087,Add MS 17267 foll. 9-12,codex,chart,Four leaves from a paper manuscript,"Four leaves from a paper manuscript (Add. 17,267, foll. 9—12), about 10 1/2 in. by 6 3/4, with from 32 to 36 lines in each page.",unspecified,,,checked,Claire,
63,/data/tei/1085.xml,http://syriaca.org/manuscript/1088,Add MS 17267 foll. 13-22,codex,chart,Ten leaves from a paper manuscript,"Ten leaves from a paper manuscript (Add. 17,267, foll. 13—22), about 10 1/2 in. by 6 3/4, with from 38 to 41 lines in each page.",unspecified,,,checked,Claire,
64,/data/tei/1085.xml,http://syriaca.org/manuscript/1089,Add MS 17267 foll. 23-33,codex,chart,Eleven leaves from a paper manuscript,"Eleven leaves from a paper manuscript (Add. 17,267, foll. 23—33), about 10 1/2 in. by 6 3/4, with from 28 to 31 lines in each page.",unspecified,,,checked,Claire,
65,/data/tei/1085.xml,http://syriaca.org/manuscript/1090,Add MS 17267 foll. 34-49,codex,chart,Paper,"Paper, about 10 1/2 in. by 6 3/4, consisting of 16 leaves (Add. 17,267, foll. 34—49), the last of which is much mutilated. There are from 28 to as many as 54 lines in each page.",,,,checked,Claire,
66,/data/tei/1085.xml,http://syriaca.org/manuscript/1091,Add MS 17267 foll. 50-75,codex,chart,Paper,"Paper, about 10 1/2 in. by 6 3/4, consisting of 26 leaves (Add. 17,267, foll. 50—75), some of which are much torn, especially foll. 50—53, 55, and 56. There are from 25 to 35 lines in each page.",,,,checked,Claire,
67,/data/tei/306.xml,http://syriaca.org/manuscript/306,Add MS 14573,codex,perg,Vellum,"Vellum, about 9 1/8 in. by 7, consisting of 28 leaves, some of which are much stained and torn, especially foll. 1—5, 9, 12 and 23. The quires are now only 4 in number, of which the 3d and 4th are very imperfect, leaves being wanting after foll. 22, 26 and 28. What the original signatures were, is not apparent; later hands have marked the quires with letters, and with arithmetical figures, and one reader has numbered the pages with Coptic ciphers (on the verse at the top). Each page is divided into two columns, of from 28 to 33 lines.",,,,checked,Claire,
68,/data/tei/30.xml,http://syriaca.org/manuscript/30,Add MS 12155,codex,perg,,"Vellum, about 11 1/2 in. by 7 3/8, consisting of 268 leaves, some of which, especially near the beginning and end, are much stained and torn. The quires, 27 in number, are signed with letters. With the exception of foll. 1 and 267, each page is divided into two columns, of from 43 to 61 lines.",,,,checked,Claire,
69,/data/tei/267.xml,http://syriaca.org/manuscript/267,Add MS 14540,codex,perg,Vellum,"Vellum, about 12 ¾ in. by 9 1/8, consisting of 60 leaves, several of which are much stained and soiled, especially foll. 5 and 8. The quires, signed with letters, were originally 14 in number, but the first 8 are either lost or very imperfect, leaves being wanting at the beginning, as well as after foll. 1, 3, 4, 6 and 7. Each page is divided into two columns, of from 33 to 38 lines.",,,,checked,Claire,
70,/data/tei/26.xml,http://syriaca.org/manuscript/26,Add MS 12151,codex,perg,Vellum,"Vellum, about 10 3/4 in. by 7 3/8 leaves, one of which (fol. 29) is much stained and torn. The quires are signed with letters. From fol. 91 b to the end, the pages are divided into two columns. There are from 30 to 35 lines in each full page or column. The writing of the text is a fine regular Estrangělā, but the notes are in a smaller, cursive character. Leaves are wanting after foll. 31, 32, and 33. This volume is dated A. Gr. 1115, A.D. 804",,,,checked,Claire,
71,/data/tei/1078.xml,http://syriaca.org/manuscript/1078,Add MS 17262,leaf,chart,,"Paper, about 10 5/8 in. by 7 5/8, consisting of 230 leaves, a few of which are slightly stained and torn, especially foll. 1, 92, 101, and 228—230. The quires are signed with letters from ܙ to ܠܒ , but their original number is uncertain, there being lacunae after foll. 21, 131, 151, 161, 181, 187, 197, 217, and 225. The first six quires have been wholly lost, and of the seventh only the last leaf remains. Each page is divided into two columns, of from 23 to 33 lines.",codex,,,checked,Claire,
72,/data/tei/209.xml,http://syriaca.org/manuscript/209,Add MS 14515,codex,perg,,"Vellum, about 10 1/4 in. by 7 1/8, consisting of 311 leaves, some of which are much stained, defaced, and torn, especially foll. 1—18, 23, 26, 35, 36, 44, 45, and 308—311. The quires, signed with letters, are 30 in number. Leaves are wanting after foll. 11, 14, 16, 18, 35,108,113 and 300. Each page is divided into two columns, of from 27 to 40 lines. This volume is written in a good, current hand, dated A. Gr. 1204 , A.D. 893",,,,checked,Claire,
73,/data/tei/201.xml,http://syriaca.org/manuscript/201,Add MS 14507,,,,,,,,checked,Claire,
74,/data/tei/201.xml,http://syriaca.org/manuscript/1444,Add MS 14507 upper text,codex,perg,,"Vellum, about 8 ¼ in. by 5 1/8 , consisting of 212 leaves, some of which are slightly stained and torn. The quires, apparently 22 in number, have no signatures. There are from 22 to 30 lines in each page. This volume is palimpsest (with the exception of foll. 109—112).",,mixed,,checked,Claire,
75,/data/tei/201.xml,http://syriaca.org/manuscript/1445,"Add MS 14507, foll. 139-205 lower text",codex,perg,,The first of two older manuscripts which comprise the lower text of this palimpsest manuscript.,,,,checked,Claire,
76,/data/tei/201.xml,http://syriaca.org/manuscript/1446,"Add MS 14507, foll. 1-108, 113-138, 206-212 lower text",codex,perg,,"The second of two older manuscripts which comprise the lower text of this palimpsest manuscript. Supplemental leaves have been added to this older manuscript in the ixth or xth cent.; for example, foll. 27, 36, 37, 46, 49, 54, 65, 74, 75, 84, and 207—211.",,,,checked,Claire,
77,/data/tei/797.xml,http://syriaca.org/manuscript/797,Add MS 17160,,,,,,,,checked,Claire,
78,/data/tei/797.xml,http://syriaca.org/manuscript/798,"Add 17160, foll. 1-18",codex,perg,Vellum,"Vellum, 8 3/4 in. by 5 3/8, consisting of 18 leaves, written in a good, regular hand of the viith cent., with from 23 to 25 lines in each page. There is a considerable lacuna after fol. 10.",,,,checked,Claire,
79,/data/tei/797.xml,http://syriaca.org/manuscript/799,Add MS 17160 foll. 19-23,codex,perg,Vellum,"Five vellum leaves, about 8 5/8 in. by 5 3/8, all more or less stained and the last much mutilated (Add. 17,160, foll. 19—23). Each page is divided into two columns of 29 or 30 lines.",unspecified,,,checked,Claire,
80,/data/tei/797.xml,http://syriaca.org/manuscript/800,Add MS 17160 foll. 24-26,codex,perg,Vellum,"Three vellum leaves, about 8 5/8 in. by 5 1/4, the second and third of which are much torn (Add. 17,160, foll. 24—26). Each page is divided into two columns, of from 28 to 36 lines.",unspecified,,,checked,Claire,
81,/data/tei/797.xml,http://syriaca.org/manuscript/801,Add MS 17160 fol. 27,leaf,perg,,"A vellum leaf, much stained and mutilated. The page is divided into two columns, of from 37 to 39 lines.",,,,checked,Claire,
82,/data/tei/797.xml,http://syriaca.org/manuscript/802,Add MS 17160 fol. 28,leaf,perg,Vellum,"A vellum leaf, 8 1/2 in., by 5 1/4, slightly stained and torn. Each page is divided into two columns, of from 31 to 33 lines.",,,,checked,Claire,
83,/data/tei/797.xml,http://syriaca.org/manuscript/803,Add MS 17160 foll. 29-30,codex,perg,Vellum,"Two vellum leaves, about 8 1/8 in. by 5 1/4, slightly soiled and mutilated (Add. 17,160, foll. 29, 30). Each page is divided into two columns, of from 26 to 34 lines.",unspecified,,,checked,Claire,
84,/data/tei/525.xml,http://syriaca.org/manuscript/525,Add MS 14673,codex,chart,,"Paper, about 5 ½ in. by 3 ½, consisting, according to the present numeration, of 101, but in reality of only 75 leaves, most of which are much stained by water and torn, more especially foll. 1—11, and 80—101. The volume is very defective, both at the beginning and end, and a leaf is wanting after fol. 59. Each page is divided into two columns, of from 16 to 20 lines. The difference is owing to the insertion of slips of paper, on which such portions of the text as had become illegible were copied out by a later hand. These slips were originally pasted down upon the leaves, but have now become loosened, and are numbered as separate folios.",,,,checked,Claire,
85,/data/tei/839.xml,http://syriaca.org/manuscript/839,Add MS 17185,codex,perg,,"Vellum, about 8 7/8 in. by 5 7/8, consisting of 92 leaves, some of which are slightly stained and soiled. The quires, signed with letters, are 9 in number; and there are from 30 to 42 lines in each page.",,,,checked,Claire,
86,/data/tei/374.xml,http://syriaca.org/manuscript/374,Add MS 14630,,,,,,,,checked,Claire,
87,/data/tei/374.xml,http://syriaca.org/manuscript/375,Add MS 14630 foll. 1-27,codex,perg,Vellum.,"Vellum about 7 7/8 in. by 6, consisting of 27 leaves, some of which are much stained and torn, especially foll. 1, 11, 12, and 15—17. The quires are signed with letters, but only two of them are complete, ܛ and ܝܙ. A later hand has marked them with Greek letters, Θ and ΙΖ. Leaves are wanting at the beginning and end, as well as after foll. 10, 11, 12, 14, 15, and 25. There are from 19 to 23 lines in each page. This manuscript is written in a good, regular hand of the xth cent.",,,,checked,Claire,
88,/data/tei/374.xml,http://syriaca.org/manuscript/376,Add MS 14630 fol. 28,leaf,perg,Vellum,"A vellum leaf, much stained and torn, written in a good, regular Estrangela of the viith cent.",,,,checked,Claire,
89,/data/tei/374.xml,http://syriaca.org/manuscript/377,Add MS 14630 foll. 29-41,codex,perg,Vellum.,"Vellum, about 8 3/8 in. by 6 1/8, consisting of 13 leaves (Add. 14,630, foll. 29—41), all slightly stained and torn, especially foll. 29—32, 38, and 41. Each page is divided into two columns, of from 33 to 38 lines. This manuscript is written in a neat hand of the ixth cent.",,,,checked,Claire,
