msUri	msId	Link to ms	msOrPartUri	partId	Link to MS or Part	pdfLink	UniqueXpath	calendar	datingMethod	text	textNode (for comparison)	notBefore	notAfter	when	when-custom	notBefore-custom	notAfter-custom	status	notes
http://syriaca.org/manuscript/1008	1008	https://bl.vuexistapps.us/ms/1008	http://syriaca.org/manuscript/1009	1009		https://archive.org/details/catalogueofsyria01brituoft/page/207	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		AD 1218				1218				Checked	
http://syriaca.org/manuscript/100	100	https://bl.vuexistapps.us/ms/100	http://syriaca.org/manuscript/101	101	https://bl.syriac.uk/ms/101	https://archive.org/details/catalogueofsyria01brituoft/page/10	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		6th century	6th century	500	600					Checked	
http://syriaca.org/manuscript/1008	1008	https://bl.vuexistapps.us/ms/1008	http://syriaca.org/manuscript/1010	1010	https://bl.syriac.uk/ms/1010	https://archive.org/details/catalogueofsyria01brituoft/page/209	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		13th century	XIIIth Century	1200	1300					Checked	
http://syriaca.org/manuscript/1011	1011	https://bl.vuexistapps.us/ms/1011	http://syriaca.org/manuscript/1012	1012	https://bl.syriac.uk/ms/1012	https://archive.org/details/catalogueofsyria01brituoft/page/234	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		14th century	xivth cent.	1300	1400					Checked	
http://syriaca.org/manuscript/1011	1011	https://bl.vuexistapps.us/ms/1011	http://syriaca.org/manuscript/1013	1013	https://bl.syriac.uk/ms/1013	https://archive.org/details/catalogueofsyria01brituoft/page/234	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[1]	Gregorian		AD 1337	1337 AD			1337				Checked	
http://syriaca.org/manuscript/1011	1011	https://bl.vuexistapps.us/ms/1011	http://syriaca.org/manuscript/1013	1013	https://bl.syriac.uk/ms/1013	https://archive.org/details/catalogueofsyria01brituoft/page/234	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1648	A. Gr. 1648				1648			Checked	
http://syriaca.org/manuscript/1014	1014	https://bl.vuexistapps.us/ms/1014	http://syriaca.org/manuscript/1014	1014	https://bl.syriac.uk/ms/1014	https://archive.org/details/catalogueofsyria01brituoft/page/299	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[1]	Gregorian		AD 1484	It is dated A.D. 1484.			1484				Checked	
http://syriaca.org/manuscript/1014	1014	https://bl.vuexistapps.us/ms/1014	http://syriaca.org/manuscript/1014	1014	https://bl.syriac.uk/ms/1014	https://archive.org/details/catalogueofsyria01brituoft/page/299	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[2]	Seleucid	Seleucid	AG 1795	A. Gr. 1795.				1795			Checked	
http://syriaca.org/manuscript/1015	1015	https://bl.vuexistapps.us/ms/1015	http://syriaca.org/manuscript/1015	1015	https://bl.syriac.uk/ms/1015	https://archive.org/details/catalogueofsyria01brituoft/page/371	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[1]	Gregorian		AD 1210	It is dated A.D. 1210.			1210				Checked	
http://syriaca.org/manuscript/1015	1015	https://bl.vuexistapps.us/ms/1015	http://syriaca.org/manuscript/1015	1015	https://bl.syriac.uk/ms/1015	https://archive.org/details/catalogueofsyria01brituoft/page/371	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[2]	Seleucid	Seleucid	AG 1521	It is dated A. Gr. 1521.				1521			Checked	
http://syriaca.org/manuscript/1016	1016	https://bl.vuexistapps.us/ms/1016	http://syriaca.org/manuscript/1017	1017		https://archive.org/details/catalogueofsyria01brituoft/page/316	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1016	1016	https://bl.vuexistapps.us/ms/1016	http://syriaca.org/manuscript/1018	1018		https://archive.org/details/catalogueofsyria01brituoft/page/325	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1019	1019	https://bl.vuexistapps.us/ms/1019	http://syriaca.org/manuscript/1019	1019		https://archive.org/details/catalogueofsyria01brituoft/page/317	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/100	100	https://bl.vuexistapps.us/ms/100	http://syriaca.org/manuscript/102	102	https://bl.syriac.uk/ms/102	https://archive.org/details/catalogueofsyria01brituoft/page/13	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/history/origin/origDate	Gregorian		6th century	6th century	500	600					Checked	
http://syriaca.org/manuscript/1020	1020	https://bl.vuexistapps.us/ms/1020	http://syriaca.org/manuscript/1020	1020		https://archive.org/details/catalogueofsyria01brituoft/page/276	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1021	1021	https://bl.vuexistapps.us/ms/1021	http://syriaca.org/manuscript/1021	1021	https://bl.syriac.uk/ms/1021	https://archive.org/details/catalogueofsyria01brituoft/page/318	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[1]	Seleucid	Seleucid	AG 1595	A. Gr. 1595.				1595			Checked	
http://syriaca.org/manuscript/1021	1021	https://bl.vuexistapps.us/ms/1021	http://syriaca.org/manuscript/1021	1021	https://bl.syriac.uk/ms/1021	https://archive.org/details/catalogueofsyria01brituoft/page/318	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate[2]	Gregorian		AD 1284	A.D. 1284			1284				Checked	
http://syriaca.org/manuscript/1022	1022	https://bl.vuexistapps.us/ms/1022	http://syriaca.org/manuscript/1022	1022		https://archive.org/details/catalogueofsyria01brituoft/page/306	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th or 14th century		1200	1400					Checked	
http://syriaca.org/manuscript/1023	1023	https://bl.vuexistapps.us/ms/1023	http://syriaca.org/manuscript/1023	1023	https://bl.syriac.uk/ms/1023	https://archive.org/details/catalogueofsyria01brituoft/page/353	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1024	1024	https://bl.vuexistapps.us/ms/1024	http://syriaca.org/manuscript/1025	1025		https://archive.org/details/catalogueofsyria01brituoft/page/212	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		13th or 14th century		1300	1400					Checked	
http://syriaca.org/manuscript/1024	1024	https://bl.vuexistapps.us/ms/1024	http://syriaca.org/manuscript/1026	1026	https://bl.syriac.uk/ms/1026	https://archive.org/details/catalogueofsyria01brituoft/page/314	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[1]	Gregorian		AD 1518	A.D. 1518			1518				Checked	
http://syriaca.org/manuscript/1024	1024	https://bl.vuexistapps.us/ms/1024	http://syriaca.org/manuscript/1026	1026	https://bl.syriac.uk/ms/1026	https://archive.org/details/catalogueofsyria01brituoft/page/314	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1829	A. Gr. 1829				1829			Checked	
http://syriaca.org/manuscript/1027	1027	https://bl.vuexistapps.us/ms/1027	http://syriaca.org/manuscript/1027	1027	https://bl.syriac.uk/ms/1027	https://archive.org/details/catalogueofsyria01brituoft/page/326	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	xiiith cent	1200	1300					Checked	
http://syriaca.org/manuscript/1028	1028	https://bl.vuexistapps.us/ms/1028	http://syriaca.org/manuscript/1028	1028		https://archive.org/details/catalogueofsyria01brituoft/page/312	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/103	103	https://bl.vuexistapps.us/ms/103	http://syriaca.org/manuscript/103	103	https://bl.syriac.uk/ms/103	https://archive.org/details/catalogueofsyria01brituoft/page/13	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		6th or 7th century	vith or viith cent	500	700					Checked	
http://syriaca.org/manuscript/1029	1029	https://bl.vuexistapps.us/ms/1029	http://syriaca.org/manuscript/1030	1030		https://archive.org/details/catalogueofsyria02brituoft/page/504	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		11th or 12th century		1000	1200					Checked	
http://syriaca.org/manuscript/1029	1029	https://bl.vuexistapps.us/ms/1029	http://syriaca.org/manuscript/1031	1031		https://archive.org/details/catalogueofsyria02brituoft/page/517	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		12th century		1100	1200					Checked	
http://syriaca.org/manuscript/1033	1033	https://bl.vuexistapps.us/ms/1033	http://syriaca.org/manuscript/1033	1033	https://bl.syriac.uk/ms/1033	https://archive.org/details/catalogueofsyria01brituoft/page/354	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1034	1034	https://bl.vuexistapps.us/ms/1034	http://syriaca.org/manuscript/1034	1034		https://archive.org/details/catalogueofsyria01brituoft/page/301	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1035	1035	https://bl.vuexistapps.us/ms/1035	http://syriaca.org/manuscript/1036	1036	https://bl.syriac.uk/ms/1036	https://archive.org/details/catalogueofsyria01brituoft/page/307	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[1]	Gregorian		AD 1239	A.D. 1239			1239				Checked	
http://syriaca.org/manuscript/1035	1035	https://bl.vuexistapps.us/ms/1035	http://syriaca.org/manuscript/1036	1036	https://bl.syriac.uk/ms/1036	https://archive.org/details/catalogueofsyria01brituoft/page/307	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1550	A. Gr. 1550				1550			Checked	
http://syriaca.org/manuscript/1035	1035	https://bl.vuexistapps.us/ms/1035	http://syriaca.org/manuscript/1037	1037	https://bl.syriac.uk/ms/1037	https://archive.org/details/catalogueofsyria01brituoft/page/308	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		AD 1239	A.D. 1239			1239				Checked	
http://syriaca.org/manuscript/1035	1035	https://bl.vuexistapps.us/ms/1035	http://syriaca.org/manuscript/1038	1038	https://bl.syriac.uk/ms/1038	https://archive.org/details/catalogueofsyria01brituoft/page/308	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/history/origin/origDate	Gregorian		14th century	xivth cent.	1300	1400					Checked	
http://syriaca.org/manuscript/1039	1039	https://bl.vuexistapps.us/ms/1039	http://syriaca.org/manuscript/1039	1039	https://bl.syriac.uk/ms/1039	https://archive.org/details/catalogueofsyria01brituoft/page/350	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		12th century	This volume is written in a neat, regular hand of the xiith cent.	1100	1200					Checked	
http://syriaca.org/manuscript/104	104	https://bl.vuexistapps.us/ms/104	http://syriaca.org/manuscript/104	104	https://bl.syriac.uk/ms/104	https://archive.org/details/catalogueofsyria01brituoft/page/10	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		10th or 11th century	xth or xith cent.	900	1100					Checked	
http://syriaca.org/manuscript/1040	1040	https://bl.vuexistapps.us/ms/1040	http://syriaca.org/manuscript/1040	1040	https://bl.syriac.uk/ms/1040	https://archive.org/details/catalogueofsyria01brituoft/page/369	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		12th century	the xiith cent.	1100	1200					Checked	
http://syriaca.org/manuscript/1041	1041	https://bl.vuexistapps.us/ms/1041	http://syriaca.org/manuscript/1041	1041		https://archive.org/details/catalogueofsyria01brituoft/page/303	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th or 14th century		1200	1400					Checked	
http://syriaca.org/manuscript/1042	1042	https://bl.vuexistapps.us/ms/1042	http://syriaca.org/manuscript/1042	1042		https://archive.org/details/catalogueofsyria01brituoft/page/313	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1043	1043	https://bl.vuexistapps.us/ms/1043	http://syriaca.org/manuscript/1043	1043	https://bl.syriac.uk/ms/1043	https://archive.org/details/catalogueofsyria01brituoft/page/354	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1044	1044	https://bl.vuexistapps.us/ms/1044	http://syriaca.org/manuscript/1044	1044	https://bl.syriac.uk/ms/1044	https://archive.org/details/catalogueofsyria01brituoft/page/296	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th or 14th century	xiiith or xivth cent.	1200	1400					Checked	
http://syriaca.org/manuscript/1045	1045	https://bl.vuexistapps.us/ms/1045	http://syriaca.org/manuscript/1046	1046	https://bl.syriac.uk/ms/1046	https://archive.org/details/catalogueofsyria01brituoft/page/352	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[1]	Gregorian		AD 1222	A.D. 1222			1222				Checked	
http://syriaca.org/manuscript/1045	1045	https://bl.vuexistapps.us/ms/1045	http://syriaca.org/manuscript/1046	1046	https://bl.syriac.uk/ms/1046	https://archive.org/details/catalogueofsyria01brituoft/page/352	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1533	A. Gr. 1533				1533			Checked	
http://syriaca.org/manuscript/1045	1045	https://bl.vuexistapps.us/ms/1045	http://syriaca.org/manuscript/1047	1047		https://archive.org/details/catalogueofsyria01brituoft/page/381	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1048	1048	https://bl.vuexistapps.us/ms/1048	http://syriaca.org/manuscript/1048	1048	https://bl.syriac.uk/ms/1048	https://archive.org/details/catalogueofsyria01brituoft/page/355	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1049	1049	https://bl.vuexistapps.us/ms/1049	http://syriaca.org/manuscript/1049	1049	https://bl.syriac.uk/ms/1049	https://archive.org/details/catalogueofsyria01brituoft/page/357	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/105	105	https://bl.vuexistapps.us/ms/105	http://syriaca.org/manuscript/105	105	https://bl.syriac.uk/ms/105	https://archive.org/details/catalogueofsyria01brituoft/page/39	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		AD 719	A.D. 719			719				Checked	
http://syriaca.org/manuscript/1050	1050	https://bl.vuexistapps.us/ms/1050	http://syriaca.org/manuscript/1051	1051	https://bl.syriac.uk/ms/1051	https://archive.org/details/catalogueofsyria01brituoft/page/141	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[1]	Seleucid	Seleucid	AG 1562	A.G. 1562				1562			Checked	
http://syriaca.org/manuscript/1050	1050	https://bl.vuexistapps.us/ms/1050	http://syriaca.org/manuscript/1051	1051	https://bl.syriac.uk/ms/1051	https://archive.org/details/catalogueofsyria01brituoft/page/141	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[2]	Gregorian		AD 1251	A.D. 1251			1251				Checked	
http://syriaca.org/manuscript/1050	1050	https://bl.vuexistapps.us/ms/1050	http://syriaca.org/manuscript/1052	1052	https://bl.syriac.uk/ms/1052	https://archive.org/details/catalogueofsyria01brituoft/page/142	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[1]	Gregorian		AD 1251	1251			1251				Checked	
http://syriaca.org/manuscript/1050	1050	https://bl.vuexistapps.us/ms/1050	http://syriaca.org/manuscript/1052	1052	https://bl.syriac.uk/ms/1052	https://archive.org/details/catalogueofsyria01brituoft/page/142	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1562	1562				1562			Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1054	1054	https://bl.syriac.uk/ms/1054	https://archive.org/details/catalogueofsyria01brituoft/page/141	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[1]	Gregorian		AD 1248	A.D. 1248			1248				Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1054	1054	https://bl.syriac.uk/ms/1054	https://archive.org/details/catalogueofsyria01brituoft/page/141	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate[2]	Seleucid	Seleucid	AG 1559	A. Gr. 1559				1559			Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1055	1055	https://bl.syriac.uk/ms/1055	https://archive.org/details/catalogueofsyria01brituoft/page/143	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		13th or 14th century	xiiith or xivth cent.	1200	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1056	1056	https://bl.syriac.uk/ms/1056	https://archive.org/details/catalogueofsyria01brituoft/page/141	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/history/origin/origDate	Gregorian		12th or 13th century	xiith or xiiith cent.	1100	1300					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1057	1057	https://bl.syriac.uk/ms/1057	https://archive.org/details/catalogueofsyria01brituoft/page/143	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/history/origin/origDate	Gregorian		13th century	xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1058	1058	https://bl.syriac.uk/ms/1058	https://archive.org/details/catalogueofsyria01brituoft/page/144	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/history/origin/origDate	Gregorian		13th or 14th century	xiiith or xivth cent.	1200	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1059	1059		https://archive.org/details/catalogueofsyria01brituoft/page/136	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/history/origin/origDate	Gregorian		14th or 15th century		1300	1500					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1060	1060		https://archive.org/details/catalogueofsyria01brituoft/page/143	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[7]/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1061	1061	https://bl.syriac.uk/ms/1061	https://archive.org/details/catalogueofsyria01brituoft/page/144	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[8]/history/origin/origDate	Gregorian		14th century	xivth cent.	1300	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1062	1062	https://bl.syriac.uk/ms/1062	https://archive.org/details/catalogueofsyria01brituoft/page/129	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[9]/history/origin/origDate	Gregorian		12th century	xiith cent.	1100	1200					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1063	1063	https://bl.syriac.uk/ms/1063	https://archive.org/details/catalogueofsyria01brituoft/page/37	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[10]/history/origin/origDate	Gregorian		13th century	xiiith cent	1200	1300					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1064	1064		https://archive.org/details/catalogueofsyria01brituoft/page/138	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[11]/history/origin/origDate	Gregorian		15th century		1400	1500					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1065	1065	https://bl.syriac.uk/ms/1065	https://archive.org/details/catalogueofsyria01brituoft/page/137	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[12]/history/origin/origDate	Gregorian		13th or 14th century	xiiith or xivth cent	1200	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1066	1066	https://bl.syriac.uk/ms/1066	https://archive.org/details/catalogueofsyria01brituoft/page/137	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[13]/history/origin/origDate	Gregorian		13th or 14th century	xiiith or xivth cent.	1200	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1067	1067	https://bl.syriac.uk/ms/1067	https://archive.org/details/catalogueofsyria01brituoft/page/138	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[14]/history/origin/origDate	Gregorian		14th century	xivth cent.	1300	1400					Checked	
http://syriaca.org/manuscript/1053	1053	https://bl.vuexistapps.us/ms/1053	http://syriaca.org/manuscript/1068	1068	https://bl.syriac.uk/ms/1068	https://archive.org/details/catalogueofsyria01brituoft/page/138	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[15]/history/origin/origDate	Gregorian		14th or 15th century	xivth or xvth cent.	1300	1500					Checked	
http://syriaca.org/manuscript/1069	1069	https://bl.vuexistapps.us/ms/1069	http://syriaca.org/manuscript/1070	1070		https://archive.org/details/catalogueofsyria01brituoft/page/381	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/history/origin/origDate	Gregorian		13th or 14th century		1200	1400					Checked	
http://syriaca.org/manuscript/1069	1069	https://bl.vuexistapps.us/ms/1069	http://syriaca.org/manuscript/1071	1071		https://archive.org/details/catalogueofsyria01brituoft/page/328	TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/history/origin/origDate	Gregorian		13th century		1200	1300					Checked	
http://syriaca.org/manuscript/1072	1072	https://bl.vuexistapps.us/ms/1072	http://syriaca.org/manuscript/1072	1072	https://bl.syriac.uk/ms/1072	https://archive.org/details/catalogueofsyria01brituoft/page/356	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		13th century	the xiiith cent.	1200	1300					Checked	
http://syriaca.org/manuscript/1073	1073	https://bl.vuexistapps.us/ms/1073	http://syriaca.org/manuscript/1073	1073	https://bl.syriac.uk/ms/1073	https://archive.org/details/catalogueofsyria01brituoft/page/397	TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/origDate	Gregorian		12th or 13th century	xiith or xiiith cent	1100	1300					Checked	
