Book Review URI,Book Review CBSS URI,Title,Creator,Year,Reviewed Item URI,Reviewed Item CBSS URI,Is Reviewed Item Deprecated
http://zotero.org/groups/4861694/items/3R4QISES,http://syriaca.org/cbss/3R4QISES,"Review of Sir E. A. Wallis Budge, The Book of the Cave of Treasures. A History of the Patriarchs and the Kings their successors from the Creation to the Crucifixion of Christ. Translated from the Syriac text of the British Museum MS.",Barnett,1928/02,http://zotero.org/groups/4861694/items/H68JEPP7,http://syriaca.org/cbss/H68JEPP7,False
http://zotero.org/groups/4861694/items/H6XDX8E8,http://syriaca.org/cbss/H6XDX8E8,"Review of Arthur Adolphe, Vaschalde Three Letters of Philoxenus Bishop of Mabbôgh, Being the Letter to the Monks, the First Letter to the Monks of Beth-Gaugal, and the Letter to Emperor Zeno",Baumstark,1902,http://zotero.org/groups/4861694/items/FFVKRDIG,http://syriaca.org/cbss/FFVKRDIG,False
http://zotero.org/groups/4861694/items/I4TVHB97,http://syriaca.org/cbss/I4TVHB97,"Review of Gustav Ernst Samuel Diettrich, Die nestorianische Taufliturgie, ins Deutsche übersetzt und unter Verwertung der neusten handschriftlichen Funde historisch-kritisch erforscht",Baumstark,1903,http://zotero.org/groups/4861694/items/KBZTZ9UJ,http://syriaca.org/cbss/KBZTZ9UJ,False
http://zotero.org/groups/4861694/items/NTCZQ54M,http://syriaca.org/cbss/NTCZQ54M,"Review of Heinrich Hilgenfeld, Ausgewählte Gesänge des Giwargis Warda von Arbel",Baumstark,1904,http://zotero.org/groups/4861694/items/NBWTQTGL,http://syriaca.org/cbss/NBWTQTGL,False
http://zotero.org/groups/4861694/items/2YJJQJD9,http://syriaca.org/cbss/2YJJQJD9,"Review of Išô‘dâdh’s Stellung in der Auslegungsgeschichte des Alten Testaments an seinen Commentaren zu Hosea, Joel, Jona, Sacharja 9–14 und einigen angehängten Psalmen veranschaulicht",Baumstark,,http://zotero.org/groups/4861694/items/C5J2W3S5,http://syriaca.org/cbss/C5J2W3S5,False
http://zotero.org/groups/4861694/items/6BH55ZFA,http://syriaca.org/cbss/6BH55ZFA,"Review of Jean Baptiste Chabot, Chronique de Michel le Syrien, patriarche jacobite d’Antioche (1166–1199)",Baumstark,1901,http://zotero.org/groups/4861694/items/KIK699I5,http://syriaca.org/cbss/KIK699I5,False
http://zotero.org/groups/4861694/items/APA6DEFE,http://syriaca.org/cbss/APA6DEFE,"Review of Jos Rietsch, Die nachevangelischen Geschicke der bethanischen Geschwister und die Lazarusreliquien zu Andlau",Baumstark,1902,http://zotero.org/groups/4861694/items/QE3I67VY,http://syriaca.org/cbss/QE3I67VY,False
http://zotero.org/groups/4861694/items/FA6UNF4S,http://syriaca.org/cbss/FA6UNF4S,"Review of A. Sebastianus Marmardji, Diatessaron de Tatien: texte arabe établi, traduit en français, collationné avec les anciennes versions syriaques, suivi d’un évangéliaire diatessarique syriaque et accompagné de quatre plances hors texte",Baumstark,1936,http://zotero.org/groups/4861694/items/Z39BNQ6X,http://syriaca.org/cbss/Z39BNQ6X,False
http://zotero.org/groups/4861694/items/USKYY6XF,http://syriaca.org/cbss/USKYY6XF,"Review of Walter Bauer, Der Apostolos der Syrer in der Zeit von der Mitte des vierten Jahrhunderts bis zur Spaltung der syrischen Kirche",Baumstark,1903,http://zotero.org/groups/4861694/items/QD5ZS7YY,http://syriaca.org/cbss/QD5ZS7YY,False
http://zotero.org/groups/4861694/items/WSUK4EFW,http://syriaca.org/cbss/WSUK4EFW,"Review of William Wright, Stanley Arthur Cook, A Catalogue of the Syriac Manuscripts Preserved in the Library of the University of Cambridge",Baumstark,1902,http://zotero.org/groups/4861694/items/ILAJEPHK,http://syriaca.org/cbss/ILAJEPHK,False
http://zotero.org/groups/4861694/items/RETM2YFR,http://syriaca.org/cbss/RETM2YFR,"Review of Mary Lewis Shedd, The Measure of a Man: The Life of William Ambrose Shedd, Missionary to Persia",Bebla,1999,http://zotero.org/groups/4861694/items/WUV7U2KD,http://syriaca.org/cbss/WUV7U2KD,False
http://zotero.org/groups/4861694/items/3LQK6LKP,http://syriaca.org/cbss/3LQK6LKP,"Review of Jacques Ryckmans, La persécution des chrétiens Himyarites au sixième siècle",Beeston,1958,http://zotero.org/groups/4861694/items/9GFC5QRP,http://syriaca.org/cbss/9GFC5QRP,False
http://zotero.org/groups/4861694/items/Z7B2W4ZQ,http://syriaca.org/cbss/Z7B2W4ZQ,"Review of Claudio Balzaretti, The Syriac Version of Ezra-Nehemiah: Manuscripts and Editions, Translation Technique and Its Use in Textual Criticism",Bhayro,2016,http://zotero.org/groups/4861694/items/PKEJMQ8G,http://syriaca.org/cbss/PKEJMQ8G,False
http://zotero.org/groups/4861694/items/PWVLKS3Q,http://syriaca.org/cbss/PWVLKS3Q,"Review of The Book of Governors: The Historia Monastica of Thomas, Bishop of Margâ, I. Band: II. Band","Bickell, Budge",1894,http://zotero.org/groups/4861694/items/QY25AQYD,http://syriaca.org/cbss/QY25AQYD,False
http://zotero.org/groups/4861694/items/QJQELWC7,http://syriaca.org/cbss/QJQELWC7,"Review of Ernest A. Wallis Budge, The Book of Governors: The Historia Monastica of Thomas, Bishop of Margâ A.D. 840, Edited from Syriac Manuscripts in the British Museum and Other Libraries",Bickell,1894,http://zotero.org/groups/4861694/items/QY25AQYD,http://syriaca.org/cbss/QY25AQYD,False
http://zotero.org/groups/4861694/items/Z5UXMBRJ,http://syriaca.org/cbss/Z5UXMBRJ,"Review of Elena Narinskaya, Ephrem, a ‘Jewish’ Sage: A Comparison of the Exegetical Writings of St. Ephrem the Syrian and Jewish Traditions","Botha, Narinskaya",2012,http://zotero.org/groups/4861694/items/A4SX3UZK,http://syriaca.org/cbss/A4SX3UZK,False
http://zotero.org/groups/4861694/items/CFRUHPT3,http://syriaca.org/cbss/CFRUHPT3,"Review of Jean-Marie Mérigoux, Les chrétiens de Mossoul et leurs églises pendant la période ottomane de 1516 à 1815",Bouwen,1985,http://zotero.org/groups/4861694/items/D9IYJD7C,http://syriaca.org/cbss/D9IYJD7C,False
http://zotero.org/groups/4861694/items/S8CDC4GE,http://syriaca.org/cbss/S8CDC4GE,"Review of Alexander Joseph Oraham, Oraham's Dictionary of the Stabilized and Enriched Assyrian Language and English","Oraham, Bowman",1945,http://zotero.org/groups/4861694/items/I2PZVWH5,http://syriaca.org/cbss/I2PZVWH5,False
http://zotero.org/groups/4861694/items/KJKCSZH2,http://syriaca.org/cbss/KJKCSZH2,"Review of William Henry Paine Hatch, An Album of Dated Syriac Manuscripts","Hatch, Bowman",1948,http://zotero.org/groups/4861694/items/27IGFNL8,http://syriaca.org/cbss/27IGFNL8,False
http://zotero.org/groups/4861694/items/7JIVKIKH,http://syriaca.org/cbss/7JIVKIKH,"Review of Jean-Maurice Fiey,  Mossoul chrétienne. Essai sur l'histoire, l'archéologie et l'état actuel des monuments chrétiens de la ville de Mossoul","Brink, Fiey",1963,http://zotero.org/groups/4861694/items/33TR359W,http://syriaca.org/cbss/33TR359W,False
http://zotero.org/groups/4861694/items/YZAKD3SI,http://syriaca.org/cbss/YZAKD3SI,"Review of Ernest Budge, Syrian Anatomy, Pathology and Therapeutics or ""The Book of Medicines""","Budge, Brockelmann",1914,http://zotero.org/groups/4861694/items/X3JFCKQ6,http://syriaca.org/cbss/X3JFCKQ6,False
http://zotero.org/groups/4861694/items/VK69PMC5,http://syriaca.org/cbss/VK69PMC5,"Review of Alexander Toepel, Die Adam- und Seth-Legenden im syrischen Buch der Schatzhöhle. Eine quellenkritische Untersuchung",Brock,2008,http://zotero.org/groups/4861694/items/63ZP9N2U,http://syriaca.org/cbss/63ZP9N2U,False
http://zotero.org/groups/4861694/items/8ZLQPPPZ,http://syriaca.org/cbss/8ZLQPPPZ,"Review of Antonio Battista, Bellarmino Bagatti, La Caverna dei Tesori: testo arabo con traduzione italiana e commento",Brock,1981,http://zotero.org/groups/4861694/items/4MMP4YTB,http://syriaca.org/cbss/4MMP4YTB,False
http://zotero.org/groups/4861694/items/JDYXIFEB,http://syriaca.org/cbss/JDYXIFEB,"Review of Bou Mansour, Le pensée symbolique de S. Ephrem le Syrien. (Bibliothèque de l'Université Saint Esprit, 16.)","Brock, Mansour",1990,http://zotero.org/groups/4861694/items/BUK8MJUR,http://syriaca.org/cbss/BUK8MJUR,False
http://zotero.org/groups/4861694/items/MIM9AW7T,http://syriaca.org/cbss/MIM9AW7T,"Review of Daniel Chwolsohn, Syrisch-nestorianische Grabinschriften aus Semirjetschie. Neue Folge",Brock,1981,http://zotero.org/groups/4861694/items/U258B8U8,http://syriaca.org/cbss/U258B8U8,False
http://zotero.org/groups/4861694/items/3KPTZ3I3,http://syriaca.org/cbss/3KPTZ3I3,"Review of Ephrem Malki, Die syrische Handschrift Berlin Sachau 220",Brock,1985,http://zotero.org/groups/4861694/items/7D56V6DX,http://syriaca.org/cbss/7D56V6DX,False
http://zotero.org/groups/4861694/items/4SWQCGPN,http://syriaca.org/cbss/4SWQCGPN,"Review of Eva Riad, Studies in the Syriac Preface","Brock, Riad",1989,http://zotero.org/groups/4861694/items/L3APKL8B,http://syriaca.org/cbss/L3APKL8B,False
http://zotero.org/groups/4861694/items/K5NRJCWY,http://syriaca.org/cbss/K5NRJCWY,"Review of Fabrizio A. Pennacchietti, Il ladrone e il cherubino. Dramma liturgico cristiano orientale in siriaco e neoaramaico",Brock,1997-03-01,http://zotero.org/groups/4861694/items/XFDL23G8,http://syriaca.org/cbss/XFDL23G8,False
http://zotero.org/groups/4861694/items/JRANAVKQ,http://syriaca.org/cbss/JRANAVKQ,Review of Fred Leemhius The Arabic Text of the Apocalypse of Baruch,"Brock, Leemhuis, Klijn, van Gelder",1989,http://zotero.org/groups/4861694/items/U94CDJSA,http://syriaca.org/cbss/U94CDJSA,False
http://zotero.org/groups/4861694/items/PRZDU67Q,http://syriaca.org/cbss/PRZDU67Q,"Review of Gernot Wiessner, Untersuchungen zur syrischen Literaturgeschichte I: Zur Märtyrerüberlieferung aus der Christenverfolgung Schapurs II","Brock, Wiessner",1968,http://zotero.org/groups/4861694/items/LI34BSJZ,http://syriaca.org/cbss/LI34BSJZ,False
http://zotero.org/groups/4861694/items/7LAQLCWA,http://syriaca.org/cbss/7LAQLCWA,"Review of Gernot Wiessner, Untersuchungen zur syrischen Literaturgeschichte I: Zur Märtyrerüberlieferung aus der Christenverfolgung Schapurs II","Brock, Wiessner",1968,http://zotero.org/groups/4861694/items/D9GHTUXA,http://syriaca.org/cbss/D9GHTUXA,True
http://zotero.org/groups/4861694/items/QTUR8A7E,http://syriaca.org/cbss/QTUR8A7E,"Review of Giorgio Levi Della Vida, Pitagora, Bardesane e altri studi siriaci. A cura di Riccardo Contini.",Brock,1992/06,http://zotero.org/groups/4861694/items/KG7N3KNK,http://syriaca.org/cbss/KG7N3KNK,False
http://zotero.org/groups/4861694/items/Z8KQ2K32,http://syriaca.org/cbss/Z8KQ2K32,"Review of Han J. W. Drijvers, Bardaiṣan of Edessa",Brock,,http://zotero.org/groups/4861694/items/QWAFN2IA,http://syriaca.org/cbss/QWAFN2IA,False
http://zotero.org/groups/4861694/items/8SBEM5A9,http://syriaca.org/cbss/8SBEM5A9,"Review of Harald Suermann, Die geschichtstheologische Reaktion auf die einfallenden Muslime in der edessenischen Apokalyptik des 7. Jahrhunderts",Brock,1987,http://zotero.org/groups/4861694/items/FC9Q7TII,http://syriaca.org/cbss/FC9Q7TII,True
http://zotero.org/groups/4861694/items/ZNHEN9FU,http://syriaca.org/cbss/ZNHEN9FU,"Review of Harald Suermann, Die geschichtstheologische Reaktion auf die einfallenden Muslime in der edessenischen Apokalyptik des 7. Jahrhunderts",Brock,1987,http://zotero.org/groups/4861694/items/QKY8ENTM,http://syriaca.org/cbss/QKY8ENTM,False
http://zotero.org/groups/4861694/items/FVACB3M2,http://syriaca.org/cbss/FVACB3M2,"Review of James H. Charlesworth, The Odes of Solomon","Charlesworth, Brock",1974,http://zotero.org/groups/4861694/items/WHNQMU4H,http://syriaca.org/cbss/WHNQMU4H,False
http://zotero.org/groups/4861694/items/KIFUGYPN,http://syriaca.org/cbss/KIFUGYPN,"Review of James H. Charlesworth, The Odes of Solomon",Brock,1975/02,http://zotero.org/groups/4861694/items/WHNQMU4H,http://syriaca.org/cbss/WHNQMU4H,False
http://zotero.org/groups/4861694/items/5KS8C783,http://syriaca.org/cbss/5KS8C783,"Review of James Hamilton Charlesworth, The Odes of Solomon","Brock, Charlesworth",1975,http://zotero.org/groups/4861694/items/BZGQUFIR,http://syriaca.org/cbss/BZGQUFIR,False
http://zotero.org/groups/4861694/items/HRUU56IP,http://syriaca.org/cbss/HRUU56IP,"Review of John W. Watt, Aristotelian Rhetoric in Syriac. Barhebraeus, Butyrum Sapientiae, Book of Rhetoric",Brock,2008-10-01,http://zotero.org/groups/4861694/items/MWRJZ5Y8,http://syriaca.org/cbss/MWRJZ5Y8,False
http://zotero.org/groups/4861694/items/YD2QGWPG,http://syriaca.org/cbss/YD2QGWPG,"Review of Joseph Lewis Trafton, The Syriac Version of the Psalms of Solomon: A Critical Evaluation",Brock,1987,http://zotero.org/groups/4861694/items/8Y7IGPDZ,http://syriaca.org/cbss/8Y7IGPDZ,False
http://zotero.org/groups/4861694/items/I56JKFTX,http://syriaca.org/cbss/I56JKFTX,"Review of Joseph-Marie Sauget, Premières recherches sur l'origine et les caractéristiques des synaxaires melkites (XI–XVII siècles)",Brock,1970-10-01,http://zotero.org/groups/4861694/items/ZTYHNC8T,http://syriaca.org/cbss/ZTYHNC8T,False
http://zotero.org/groups/4861694/items/6JWK77ND,http://syriaca.org/cbss/6JWK77ND,"Review of Joseph-Marie Sauget, Un cas très curieux de restauration de manuscrit: Le Borgia Syriaque 39. Étude codicologique et analyse du contenu.","Brock, Sauget",1983,http://zotero.org/groups/4861694/items/74FGTHCY,http://syriaca.org/cbss/74FGTHCY,False
http://zotero.org/groups/4861694/items/Q9GA7SSR,http://syriaca.org/cbss/Q9GA7SSR,"Review of Patrick Hagman, The Asceticism of Isaac of Nineveh","Brock, Hagman",2014,http://zotero.org/groups/4861694/items/6M5TKG9V,http://syriaca.org/cbss/6M5TKG9V,False
http://zotero.org/groups/4861694/items/PM9EADZU,http://syriaca.org/cbss/PM9EADZU,"Review of Peter Bruns, Das Christusbild Aphrahats des Persischen Weisen",Brock,1991-10-01,http://zotero.org/groups/4861694/items/7AYAJ32X,http://syriaca.org/cbss/7AYAJ32X,False
http://zotero.org/groups/4861694/items/HLVGE2MV,http://syriaca.org/cbss/HLVGE2MV,"Review of Peter J. Williams, Early Syriac Translation Technique and the Textual Criticism of the Greek Gospels",Brock,2005,http://zotero.org/groups/4861694/items/37KL7MRN,http://syriaca.org/cbss/37KL7MRN,False
http://zotero.org/groups/4861694/items/278M84NE,http://syriaca.org/cbss/278M84NE,"Review of Philippe Gignoux, Incantations magiques syriaques",Brock,1989,http://zotero.org/groups/4861694/items/IS2WYWD9,http://syriaca.org/cbss/IS2WYWD9,False
http://zotero.org/groups/4861694/items/LXMXBUKM,http://syriaca.org/cbss/LXMXBUKM,"Review of Philip Wood, The Chronicle of Seert: Christian Historical Imagination in Late Antique Iraq",Brock,2015,http://zotero.org/groups/4861694/items/QHA66UI3,http://syriaca.org/cbss/QHA66UI3,False
http://zotero.org/groups/4861694/items/G587TPA3,http://syriaca.org/cbss/G587TPA3,"Review of Pierre Yousif, A Classified Bibliography on the East Syrian Liturgy",Brock,1992,http://zotero.org/groups/4861694/items/XRHQHE5N,http://syriaca.org/cbss/XRHQHE5N,False
http://zotero.org/groups/4861694/items/68GR5RFM,http://syriaca.org/cbss/68GR5RFM,"Review of Robert Murray, Symbols of Church and Kingdom: a Study in Early Syriac Tradition","Brock, Murray",1976,http://zotero.org/groups/4861694/items/M8NJIL53,http://syriaca.org/cbss/M8NJIL53,False
http://zotero.org/groups/4861694/items/IBDGCG2F,http://syriaca.org/cbss/IBDGCG2F,"Review of Robert Murray, Symbols of Church and Kingdom: a Study in Early Syriac Tradition","Brock, Murray",1976,http://zotero.org/groups/4861694/items/M8NJIL53,http://syriaca.org/cbss/M8NJIL53,False
http://zotero.org/groups/4861694/items/7AZJUD8A,http://syriaca.org/cbss/7AZJUD8A,"Review of Rudolf Macuch, Geschichte der spät- und neusyrischen Literatur",Brock,1977,http://zotero.org/groups/4861694/items/362AQ8ZW,http://syriaca.org/cbss/362AQ8ZW,False
http://zotero.org/groups/4861694/items/H44LP97R,http://syriaca.org/cbss/H44LP97R,"Review of Rudolf Macuch, Geschichte der spät- und neusyrischen Literatur",Brock,1978-03-01,http://zotero.org/groups/4861694/items/362AQ8ZW,http://syriaca.org/cbss/362AQ8ZW,False
http://zotero.org/groups/4861694/items/GT6Y9QHP,http://syriaca.org/cbss/GT6Y9QHP,"Review of Tryggve Kronholm, Motifs from Genesis 1–11 in the Genuine Hymns of Ephrem the Syrian, with Particular Reference to the Influence of Jewish Exegetical Traditions",Brock,1979-10,http://zotero.org/groups/4861694/items/2BCWGLMH,http://syriaca.org/cbss/2BCWGLMH,False
http://zotero.org/groups/4861694/items/SE8X25MJ,http://syriaca.org/cbss/SE8X25MJ,"Review of Ute Possekel, Evidence of Greek Philosophical Concepts in the Writings of Ephrem the Syrian",Brock,2002,http://zotero.org/groups/4861694/items/IAKG7S28,http://syriaca.org/cbss/IAKG7S28,False
http://zotero.org/groups/4861694/items/I43VYRSC,http://syriaca.org/cbss/I43VYRSC,"Review of Βασίλειος Δ Φανουργάκης, Αι ωδαί Σολομώντος: συμβολή εις την έρευναν της υμνογραφίας της αρχαϊκής εκκλησίας",Brock,1981,http://zotero.org/groups/4861694/items/HKSBL32R,http://syriaca.org/cbss/HKSBL32R,False
http://zotero.org/groups/4861694/items/ENBVQ86A,http://syriaca.org/cbss/ENBVQ86A,"Review of Walter Selb, ‘Aḇdīšō‘ Bar Bahrīz. Ordnung der Ehe und der Erbschaften sowie Entscheidung von Rechtsfällen",Brock,1971,http://zotero.org/groups/4861694/items/VK5QQI5A,http://syriaca.org/cbss/VK5QQI5A,False
http://zotero.org/groups/4861694/items/ZLLLRHYG,http://syriaca.org/cbss/ZLLLRHYG,"Review of Werner Strothmann, Jakob von Sarug. Drei Gedichte über den Apostel Thomas in Indien","Brock, Strothmann, von Sarug",1978,http://zotero.org/groups/4861694/items/53AI2PL3,http://syriaca.org/cbss/53AI2PL3,False
http://zotero.org/groups/4861694/items/9INB7MNE,http://syriaca.org/cbss/9INB7MNE,"Review of Werner Strothmann, Das Sakrament der Myron-Weihe in der Schrift De ecclesiastica hierarchia des Pseudo-Dionysios Areopagita in syrischen Übersetzungen und Kommentaren","Brock, Strothmann, Areopagita",1979,http://zotero.org/groups/4861694/items/6WMCS3CI,http://syriaca.org/cbss/6WMCS3CI,False
http://zotero.org/groups/4861694/items/N34BHF4Z,http://syriaca.org/cbss/N34BHF4Z,"Review of Werner Strothmann, Syrische Hymnen zur Myron-Weihe","Brock, Strothmann",1979,http://zotero.org/groups/4861694/items/C2VVLXTI,http://syriaca.org/cbss/C2VVLXTI,False
http://zotero.org/groups/4861694/items/K6S8H5W4,http://syriaca.org/cbss/K6S8H5W4,"Review of Werner Strothmann, Die syrische Überlieferung der Schriften des Makarios; Schriften des Makarios/Symeon unter dem Namen des Ephraem, Werner Strothmann; Textkritische Anmerkungen zu den geistlichen Homilien des Makarios/Symeon, Werner Strothmann","Brock, Strothmann",1983,http://zotero.org/groups/4861694/items/E8RCMAW6,http://syriaca.org/cbss/E8RCMAW6,False
http://zotero.org/groups/4861694/items/MRK5UYAT,http://syriaca.org/cbss/MRK5UYAT,"Review of Werner Strothmann Die syrische Überlieferung der Schriften des Makarios; Schriften des Makarios/Symeon unter dem Namen des Ephraem,","Brock, Strothmann",1983,http://zotero.org/groups/4861694/items/BSMB8MEL,http://syriaca.org/cbss/BSMB8MEL,False
http://zotero.org/groups/4861694/items/JP5XWHMC,http://syriaca.org/cbss/JP5XWHMC,"Review of Werner Strothmann, Textcritische Anmerkungen zu den geistlichen Homilien des Makarios/Symeon",Brock,1983,http://zotero.org/groups/4861694/items/54DXC7UW,http://syriaca.org/cbss/54DXC7UW,False
http://zotero.org/groups/4861694/items/TB7ABC5I,http://syriaca.org/cbss/TB7ABC5I,"Review of Werner Strothmann, Syrische Passionslieder",Brock,1991,http://zotero.org/groups/4861694/items/4LYUKKZZ,http://syriaca.org/cbss/4LYUKKZZ,False
http://zotero.org/groups/4861694/items/JPMEPNTV,http://syriaca.org/cbss/JPMEPNTV,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",Brock,1989,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/WITM2UR5,http://syriaca.org/cbss/WITM2UR5,"Review of William Lawrence Petersen, The Diatessaron and Ephrem Syrus as Sources of Romanos the Melodist",Bundy,1991,http://zotero.org/groups/4861694/items/ZS7AYUIU,http://syriaca.org/cbss/ZS7AYUIU,False
http://zotero.org/groups/4861694/items/MDR56UBP,http://syriaca.org/cbss/MDR56UBP,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",Burg,1992,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/FSFM4NVD,http://syriaca.org/cbss/FSFM4NVD,"Review of John Gwynn, Remnants of the Later Syriac Versions of the Bible",Burkitt,613-615,http://zotero.org/groups/4861694/items/5U9WATI2,http://syriaca.org/cbss/5U9WATI2,False
http://zotero.org/groups/4861694/items/L2BXKBMH,http://syriaca.org/cbss/L2BXKBMH,"Review of William Emery Barnes, The Peshitta Psalter according to the West Syrian Text, Edited with an Apparatus Criticus",Burkitt,1905-01-01,http://zotero.org/groups/4861694/items/924RIIYD,http://syriaca.org/cbss/924RIIYD,False
http://zotero.org/groups/4861694/items/JIAAD2IM,http://syriaca.org/cbss/JIAAD2IM,Review of Franz Xaver Funk Didascalia et Constitutiones apostolorum,Butler,1907-01-01,http://zotero.org/groups/4861694/items/EZGPXQ44,http://syriaca.org/cbss/EZGPXQ44,False
http://zotero.org/groups/4861694/items/VICPFGV4,http://syriaca.org/cbss/VICPFGV4,"Review of Peter Bruns, Das Christusbild Aphrahats des Persischen Weisen",Camplani,1992/10/01,http://zotero.org/groups/4861694/items/7AYAJ32X,http://syriaca.org/cbss/7AYAJ32X,False
http://zotero.org/groups/4861694/items/HAKG4UN8,http://syriaca.org/cbss/HAKG4UN8,"Review of Paul Esabalean Tatian, Diatessaron and the First Translation of the Armenian Gospels. A Critical Study","Esabalean, Casey",1938,http://zotero.org/groups/4861694/items/LFBNW3AZ,http://syriaca.org/cbss/LFBNW3AZ,False
http://zotero.org/groups/4861694/items/57EW4F9W,http://syriaca.org/cbss/57EW4F9W,"Review of Renee Draguet, Julien d’Halicarnasse et sa controverse avec Sévère d’Antioche sur l’incorruptibilité du corps du Christ. Études d’histoire littéraire et doctrinale, suivie des fragments dogmatiques de Julien",Casey,1926,http://zotero.org/groups/4861694/items/PRCGH8RY,http://syriaca.org/cbss/PRCGH8RY,False
