ms_record_file_location,ms_level_uri,addition_xml-id,fixed_ms_record_filename,fixed_ms_level_uri,fixed_addition_xml-id,localKey,locus_start,addition_text_node,matchingKey,isMatch,is_colophon,is_doxology,include,status,asignee,syriaca_notes
/data/tei/1079.xml,http://syriaca.org/manuscript/1079,addition2,,,,http://syriaca.org/manuscript/1079#addition2,148a,See above for description. ܟܠ ܕܩܪܐ ܒܟܬܒܐ ܗܢܐ ܢܨܠܐ ܥܠ ܝܘܚܢܢ ܚܛܝܐ ܕܐܝܨܦ ܘܐܝܬܝܗ ܠܟܬܒܐ ܗܢܐ ܡܢ ܡܕܢܚܐ ܡܢ ܥܘܡܪܐ ܩܕܝܫܐ ܕܡܪܡܬܝ ܘܡܪܙܟܝ ܘܡܪܒܗܢܡ ܣܗܕܐ ܘܣܪܐ ܚܬܐ ܕܝܠܗ ܡܦܩ ܕܝ̈ܘܐ ܡܢ ܒܢܝ̈ܢܫܐ ܘܫܝ̈ܕܐ ܛܪܕ ܘܐܝܬܘܗܝ ܒܪ ܡܠܟܐ ܣܢܚܪܝܒ,http://syriaca.org/manuscript/1079#addition2,TRUE,,,,checked,Justin,provenance note
/data/tei/1079.xml,http://syriaca.org/manuscript/1079,addition3,,,,http://syriaca.org/manuscript/1079#addition3,,On fol. 148 a another hand has recorded that it was presented to a certain convent (the name seems to begin with the letters dn ) by the brothers John and Zakhe . ܨ̇ܠܘ ܥܠ ܐܚ̈ܐ ܕܫܟܢܘܗܝ [ܠܕܝܪ]ܐ ܗܕܐ ܥܠ ܝܘܚܢܢ ܘܙܟ݁ܐ܀ ܘܟܠܢ ܕܡܦܩ [ܠܗ ܡܢ] ܕܝܪܐ ܗܕ ܕܖܢـ . . . ܢܗܘ̣ܐ ܡܚܪܡ ܡܢ ܐܠܗܐ ܏ܘܫ.,http://syriaca.org/manuscript/1079#addition3,TRUE,,,,done,,
/data/tei/1079.xml,http://syriaca.org/manuscript/1079,addition4,,,,http://syriaca.org/manuscript/1079#addition4,,"On the margin of fol. 132 b there stands the following note, barbarously written and scarcely intelligible. ܨܠܘ ܠ ܪܒܢ ܥܒܕܐ ܟܛܝܘ ܪܒܢ ܣܘܪܝܣ ܐܝܬ ܡܢ ܕܝܪܐ ܕܡܪܒܗ ܨܪܐ ܟܬܗ ܐܝܬ ܠܒܪܝܬ (or ܠܒܪܝܝܐ) ܕܐܣܩܝܛܝ",http://syriaca.org/manuscript/1079#addition4,TRUE,,,,checked,Justin,reader note
/data/tei/1079.xml,http://syriaca.org/manuscript/1079,addition5,,,,http://syriaca.org/manuscript/1079#addition5,,The marginal note on fol. 132b may perhaps mean the following. ܨܠܘ ܥܠ ܪܒܢ ܥܒܕܐ ܚܛܝܐ [ܒܪ] ܪܒܢ ܣܘܪܝܣ ܕܐܬܐ ܡܢ ܕܝܪܐ ܕܡܪܝ ܒܗ[ܢܡ ܘ]ܣܪܐ ܚܬܗ ܠܒܪܝܬ [ بَرِّيَّة ] ܕܐܣܩܝܛܝ.,http://syriaca.org/manuscript/1079#addition5,TRUE,,,,checked,Justin,"Wright's ""correction"" of the reader"
/data/tei/1080.xml,http://syriaca.org/manuscript/1080,addition1,,,,http://syriaca.org/manuscript/1080#addition1,65a,"With reference to the blanks we read on the margin (on part three, on fol. 65a): “These names were rubbed out. By thy life, O reader, if a copy falls into thy hands, supply them, that thou mayest be forgiven."" We should probably supply the names of 'Anan- Yeshua' , ܥܢܢܝܫܘܥ , and of the convent of Beth-'Abe , ܒܶܝܬ ܥܳܒܷ̈ܐ .",http://syriaca.org/manuscript/1080#addition1,TRUE,,,,checked,Justin,marginal note
/data/tei/1081.xml,http://syriaca.org/manuscript/1081,p1addition1,,,,http://syriaca.org/manuscript/1081#p1addition1,72,"In the latter half of the volume (foll. 72 —105) some proper names and other words are expressed on the margins in Arabic, more rarely in Greek. (ܐܪ̈ܝܘܬܐ) (ܐܕܝܐ) (ܐܳܠܻܝܢ) (ܣܻܝܓܘܾܢ)",http://syriaca.org/manuscript/1081#p1addition1,TRUE,,,,done,,
/data/tei/1082.xml,https://syriaca.org/manuscript/1082,p1addition1,,,,http://syriaca.org/manuscript/1082#p1addition1,1a,"On fol. 1 a there is an Arabic note, recording that this manuscript belonged to one Thomas, the son of Samuel , in the year of the Hijra 531 , A.D. 1136—37 . عبدك يسوع المسيح توما بن صمويل القس بن يوسف الراهب بن عيسي الح ...... العبودي وهو يسل الغفران بشفاعة السيدة الطاهرة مرتمريم وجميع القديسين امين ملكه من فَضل الله وجزيل عطأيه بتاريخ سنة احد وثلثين وخمسمأية من سني ...... سني العرب الهجرة بالعربية،",http://syriaca.org/manuscript/1082#p1addition1,TRUE,,,,done,,
/data/tei/1082.xml,https://syriaca.org/manuscript/1082,p1addition2,,,,http://syriaca.org/manuscript/1082#p1addition2,45b,"On the margin of fol. 45 b are the remains of a much later note, the greater part of which has been torn away, recording the presentation of the manuscript to a person named George ܒܫܡܐ ܕܐܠܗܐ ܚܝ̣̇ܐ ܫܟܢ ܟܬܒܐ ܗ[ܢܐ] . . . ܠܓܐܘܪܓܝܣ ܒܨܝܪܐ ܕܟܠ .......ܡܐ ܕܟܪܝܐ",http://syriaca.org/manuscript/1082#p1addition2,TRUE,,,,done,,
/data/tei/1082.xml,https://syriaca.org/manuscript/1082,p2addition1,,,,http://syriaca.org/manuscript/1082#p2addition1,78b,Only a very few words of the colophon are left on fol. 78b.,http://syriaca.org/manuscript/1082#p2addition1,TRUE,x,,x,checked,Justin,Wright does not give the few words left on this folio
/data/tei/1085.xml,http://syriaca.org/manuscript/1085,p2addition1,,,,http://syriaca.org/manuscript/1085#p2addition1,12,"The subscription mentions the name of the scribe, Basil : ܐܒܘܢ ܘܡܪܐ ܕܝܠܝ ܒܬܪ ܐܠܗܐ ܡܪܝ ܡܝܟܐܝܠ ܡܬܩ̇ܝܡ ܒܐܠܗܗ. ܨܠܐ ܥܠ ܥܒ̣ܕܟ ܒܨܝܪܐ ܒܐܣܝܠ ܕܣ̣ܪܛ ܐܝܟ ܚܝܠܗ.",http://syriaca.org/manuscript/1085#p2addition1,TRUE,x,,x,done,,
/data/tei/1085.xml,http://syriaca.org/manuscript/1085,p5addition1,,,,http://syriaca.org/manuscript/1085#p5addition1,42b,On the upper margin of fol. 42b we read the words: ܡܝܟܐܝܠ ܟܬ݀ܒ̣ ܘܛܟ̇ܣ Michael wrote and arranged.,http://syriaca.org/manuscript/1085#p5addition1,TRUE,x,,x,checked,Justin,marginal colophon (?)
/data/tei/1085.xml,http://syriaca.org/manuscript/1085,p5addition2,,,,http://syriaca.org/manuscript/1085#p5addition2,34a,"On the lower margin of fol. 34a there is the following note, in the handwriting of John of Beth-Cudida (see Add. 17,263, foll. 65a and 148a ): ܡܢܝ ܫܬܥܣܪ ܘܪ̈ܩܐ ܘܡܫܟܚ ܐܢܬ ܡܢ ܬܫܥܝܬܐ ܕܩܕܝܫܐ ܡܪܝ ܒܗܢܡ ܣܗܕܐ ܛ̇ܪܕ ܫ̈ܝܕܐ ܫ̈ܐܕܐ This remark does not apply to the manuscript in its present condition.",http://syriaca.org/manuscript/1085#p5addition2,TRUE,,,,checked,Justin,marginal note
/data/tei/109.xml,http://syriaca.org/manuscript/109,p1addition1,,,,http://syriaca.org/manuscript/109#p1addition1,34b,"On fol. 34 b, after the doxology, there stands a note in a later hand, now so erased as to be in great part illegible. It begins: ܟܠܡܢ ܕܠܚܐ ܥܘܗܕܢܐ ܕܗܢ ܟܬܒܐ ܕܐܝܬܘܗܝ ܠܕܝܪܐ ܩ܏ܕܝ . . . . .",#N/A,#N/A,,,,checked,Justin,presentation note (fragmentary)?
/data/tei/109.xml,http://syriaca.org/manuscript/109,p1addition2,,,,http://syriaca.org/manuscript/109#p1addition2,,Vowels added by a later hand.,#N/A,#N/A,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p1addition3,,,,http://syriaca.org/manuscript/109#p1addition3,30a,The lessons are rubricated in the text; one has been noted by a later hand on the margin of fol. 30a.,#N/A,#N/A,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p2addition1,,,,http://syriaca.org/manuscript/109#p2addition1,,"Quires have been marked later with Syriac letters, though incorrectly.",http://syriaca.org/manuscript/109#p2addition1,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p2addition2,,,,http://syriaca.org/manuscript/109#p2addition2,,"Quires have been marked at a later period with Coptic ciphers: % 2, % 3, Ⲁ 1, Ⲉ 5, % G .",http://syriaca.org/manuscript/109#p2addition2,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p3addition1,,,,http://syriaca.org/manuscript/109#p3addition1,80b,"One lesson has been marked on the margin by a later hand, fol. 80b.",http://syriaca.org/manuscript/109#p3addition1,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p3addition2,,,,http://syriaca.org/manuscript/109#p3addition2,,The quires were signed at later periods with Syriac letters incorrectly.,http://syriaca.org/manuscript/109#p3addition2,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p3addition3,,,,http://syriaca.org/manuscript/109#p3addition3,,The quires were signed at later periods with Coptic ciphers (e.g. fol. 84 and 96 ) incorrectly.,http://syriaca.org/manuscript/109#p3addition3,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p4addition1,,,,http://syriaca.org/manuscript/109#p4addition1,144a,On fol. 144a the final rubric is followed by the usual doxology.,http://syriaca.org/manuscript/109#p4addition1,TRUE,,x,x,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p4addition2,,,,http://syriaca.org/manuscript/109#p4addition2,128b,"Other lessons are marked on the margins, some of them by later hands.",http://syriaca.org/manuscript/109#p4addition2,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p4addition3,,,,http://syriaca.org/manuscript/109#p4addition3,,Quires marked at later periods with Syriac letters incorrectly.,http://syriaca.org/manuscript/109#p4addition3,TRUE,,,,done,,
/data/tei/109.xml,http://syriaca.org/manuscript/109,p4addition4,,,,http://syriaca.org/manuscript/109#p4addition4,,Quires marked at later periods with Coptic ciphers incorrectly.,http://syriaca.org/manuscript/109#p4addition4,TRUE,,,,done,,
/data/tei/1092.xml,http://syriaca.org/manuscript/1092,addition1,,,,http://syriaca.org/manuscript/1092#addition1,,A note on the lower margin of fol. 71 b states that this book once belonged to a deacon named Rabban Simeon . ܐܝܬܘܗܝ ܟܬܒ ܗܢܐ ܠܪܒܢ ܫܡܥܘܢ ܏ܡܫܡ. ܘ܏ܫ.,http://syriaca.org/manuscript/1092#addition1,TRUE,,,,done,,
/data/tei/1092.xml,http://syriaca.org/manuscript/1092,addition2,,,,http://syriaca.org/manuscript/1092#addition2,,"On the margins of fol. 110 b, were written the names of several deacons, most of which have been purposely erased.",http://syriaca.org/manuscript/1092#addition2,TRUE,,,,done,,
/data/tei/1092.xml,http://syriaca.org/manuscript/1092,addition3,,,,http://syriaca.org/manuscript/1092#addition3,,"There are rude drawings of birds, etc., on foll. 38 b, 40 b, 41 a, and 50 a.",http://syriaca.org/manuscript/1092#addition3,TRUE,,,,done,,
/data/tei/1093.xml,http://syriaca.org/manuscript/1093,p3addition1,,,,http://syriaca.org/manuscript/1093#p3addition1,,The colophon informs us that this manuscript belonged to Rabban Thomas bar Mas'ūd ܫܠܡ ܡܫܡܠܐܝܬ (sic) ܐܝܟ ܬܒܥܬܗ ܕܐܒܘܢ ܪܘܚܢܝܐ ܘܩܫܝܫܐ ܐܗܪܘܢܝܐ ܪܒܢ ܬܘܡܐ ܒܪ ܩܫܝܫܐ ܡܣܥܘܕ ܐܒܐ ܕܝܠܝ ܡܝܩܪܐ. ܏ܘܫ.,http://syriaca.org/manuscript/1093#p3addition1,TRUE,,,,done,,
/data/tei/1100.xml,http://syriaca.org/manuscript/1100,p1addition1,,,,http://syriaca.org/manuscript/1100#p1addition1,29,The colophon states that it was written for one rabban Bar-saumā ܨܲܠܘ ܡܛܠ ܚܘܒܗ ܕܡܫܝܚܐ ܥܠ ܕܘܝܐ ܘܚܛܝܐ ܕܣܪܛ ܐܝܟ ܚܲܝܠܗ ܘܥܠ ܐܒܗ̈ܘܗܝ. ܘܥ̈ܠ ܪܒܢ ܒܪܨܘܡܐ ܘܥ̈ܠ ܐܒܗ̈ܘܗܝ ܕܗ̣ܘ ܝ̣ܨܦ ܕܢܬܟ̣ܬܒ ܘ܏ܫ.,http://syriaca.org/manuscript/1100#p1addition1,TRUE,x,,x,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition1,,,,http://syriaca.org/manuscript/1108#addition1,109a,Colophon ܫܠ̣ܡ ܡ̈ܥܢܝܬܐ ܕܩܕܝܫܐ ܡܪܝ ܣܐܘܝܪܐ ܦܐܛܪܝܪܟܐ ܕܐܢܛܝܘܟܝܐ ܘܕܝܘܚܢܢ ܒܪ ܐܦܬܘܢܝܐ ܘܕܝܘܚܢܢ ܩܐܠܝܘܓܪܐܦܘܣ ܪܝܫܕܝܪܐ ܕܩܢܫܪܐ ܘܕܐܢܫ̈ܝܢ ܐܚܪ̈ܢܐ ܣ̈ܓܝܐܐ. . ܐܝܬܝܗܝܢ ܡ̇ܢ ܟܠܗܝܢ ܡ̈ܥܢܝܬܐ ܕܩܕܝܫܐ ܡܪܝ ܣܐܘܝܪܐ ܕܐܝܬ ܒܟܬܒܐ ܗܢܐ ܏ܪܨܗ: ܗܠܝܢ ܕܫܪܟܐ ܐܝܬܝܗܝ̣ܢ. ܘܕܝܘܚܢܢ ܒܪ ܐܦܬܘܢܝܐ ܪܝܫܕܝܪܐ ܕܩܢܫܪܐ: ܘܕܝܘܚܢܢ ܐܚܪܢܐ ܪܝܫܕܝܪܐ ܕܝܠܗ ܕܥܘܡܪܐ. ܘܕܐܚܪ̈ܢܐ ܕܠܐ ܝ̣ܕܝܥܝܢ ܫܡ̈ܗܝܗܘܢ. ܫܘܒ̣ܚܐ ܠܐܠܗܐ ܕܚ̇ܝ̣ܠ ܘܥܲܕܪ. ܏ܘܫ. ܒܪܐ ܕܐܬܝ̣ܠܕ ܡܢ ܒܪܬ ܕܘܝܕ ܦܓܪܢܐܝܬ݂. ܐܫܦܥ ܪ̈ܚܡ̣ܝܟ ܥܠ ܡ̇ܢ ܕܣ̣ܪܛ ܥܬܝܪܐܝܬ. ܘܠܩܲܢܝܐ ܚ̣ܘܢ ܒܚ̣ܢܢܟ ܒܣܝܡܐܝܬ݂. ܘܠܩܪܘܝܐ ܚ̇ܣ̣ܐ ܘܫܒ̣ܘܒ ܡܪܚܡܢܐܝܬ,http://syriaca.org/manuscript/1108#addition1,TRUE,,x,x,checked,Justin,part finalRubric; part doxology
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition2,,,,http://syriaca.org/manuscript/1108#addition2,1a,On fol. 1 a there is a note stating that this manuscript was the property of a monk named Bar-had-bĕ-shabbā . ܐ܏ܬܚ̇ܦܛܘ (sic) ܘܝ̣ܨܦ ܘܩܢ̣ܐ ܠܣܝܡ̣ܬܐ ܗܕܐ ܪܘܚܢܝܬܐ ܕܟܬܒܐ ܗܢܐ ܕܡ̈ܥܢܝܬܐ ܕܡܪܝ ܣܐܘܝܪܐ ܦܐܛܪܝܐܪܟܐ ܕܐܢܛܝܘܟܝܐ. ܒܪܚܕܒܫܒܐ ܕܝܪܝܐ ܡܢ ܥܡ̣ܠܐ ܕܐܝ̈ܕܘܗܝ ܘܡܢ ܙܝܢܬܐ ܕܐܠܗܐ. ܕܢܗܘܐ ܕܢܬܗ̇ܓܐ ܒܗ ܘܕܢܩܪܐ ܒܗ. ܘܟܠ ܕܩ̇ܪܐ ܢܨ̇ܠܐ ܥܠ ܟܬܘܒܐ ܘܥܠ ܩܢ̣ܝܐ ܚܦܝܛܐ ܕܥܒ̣ܕ ܝܨܝܦܘܬܐ ܘܩ̣ܢܝܗܝ ܠܟܬܒܐ ܗܢܐ. ܘܟܠ ܕܫ̇ܩܠ ܠܗ ܕܢܩ̣ܪܐ ܒܗ ܐ̇ܘ ܕܢܦܚ̇ܡ ܡܢܗ ܢܗܦܟܝ܏ܘ ܥܡ ܩܘܒܠܛܝܒܘܬܐ ܠܡܪܗ ܗܢܐ ܕܐܡ̣ܝܪ. ܐܢ̣ܕܝܢ ܘܡܙܕܪܥ ܒܠܒܗ ܙܪܥܐ ܙܝܙܢܝܐ ܕܓܢܒܘܬܐ: ܢ̇ܐܬܝܢ ܥܠܘܗܝ ܗܠܝܢ ܠܘ̈ܛܬܐ. ܚܫܟܐ ܠܥ̈ܝܢܘܗܝ. ܠܐܝ̣̈ܕܘܗܝ ܟܘ̈ܒܐ. ܠܚܢܗ ܩܝܠܬܐ. ܠܪ̈ܓܠܘܗܝ ܬܘܩ̈ܠܬܐ. ܢܐܟܘܠ ܘܠܐ ܢܣܒ̣ܥ. ܘܢܦܠܘܼܚ ܘܠܐ ܢܘܬܪ. ܙܘܥ ܒܪܢܫܐ ܕܘܝܐ ܘܠܐ ܬܚ̇ܝ̣ܒ ܢܦܫܟ. ܗܠܝܢ ܣ̇ܦ̈ܩܢ ܠܡ̈ܠܝܠܐ,http://syriaca.org/manuscript/1108#addition2,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition3,,,,http://syriaca.org/manuscript/1108#addition3,2a,"The ܬܟܫ̈ܦܬܐ of the third and seventh tones, on fol. 2 a, are written in a different hand.",http://syriaca.org/manuscript/1108#addition3,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition4,,,,http://syriaca.org/manuscript/1108#addition4,114a,The hymn on fol. 114 a is in the handwriting of a priest named Salībā bar Zechariah . ܟܬ݂ܒܗ ܕܐܢ ܐܢܫ ܡܗܝܡܢܐ ܨܠܝܒܐ ܚܛܝܐ ܒܪ ܙܟܪܝܐ ܏ܩܫ ܏ܘܫ,http://syriaca.org/manuscript/1108#addition4,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition5,,,,http://syriaca.org/manuscript/1108#addition5,1b,The same Salībā bar Zechariah has written some words on fol. 1 b.,http://syriaca.org/manuscript/1108#addition5,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition6,,,,http://syriaca.org/manuscript/1108#addition6,114b,On fol. 114 b we find the following note referring to Salībā bar Zechariah 's decease: ܐܝܬܘܗܝ ܣܚܚܐ ܗܢܐ ܕܨܠܝܒܐ ܩܫ܏ܝܫ ܡܢܚ ܢܦܫܐ ܕܡܚܣܐ ܠܗ ܐܠܗܐ,http://syriaca.org/manuscript/1108#addition6,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition7,,,,http://syriaca.org/manuscript/1108#addition7,114a,"On fol. 114 a some person unnamed has recorded the deaths of his two daughters ܐܪܟܝܬܝܣܗ and ܒܘܪܝܟܗ , in the year of the Greeks 1391 , A.D. 1080 . ♰ ܢܦܩܬ ܡܢ ܥܠܡܐ ܗ̇ܢܐ ܡܠܐ ܥܩ̈ܬܐ ܘܬܢܚ̈ܬܐ ܠܥܠܡܐ ܕܡܠܐ ܚܕ̈ܘܬܐ ܘܒܘ̈ܣܡܐ ܐܪܟܝܬܝܣܗ ܒܪܬܝ ܝܘܡ ܬܠܬܐ ܒܫܒܐ ܠܝܘ̈ܡܬܐ ܚܕܥܣܪ ܒܬܫܪܝܢ ܕܬܪ̈ܝܢ ܕܫܢܬܐ ܕܬܫܥܝܢ ܘܚܕܐ ܕܝܘ̈ܢܝܐ ܕܠܥܠ ܡܢ ܐܠܦܐ ܘܬܠܬܡܐܐ ܕܡܪܝܐ ܐܠܗܐ ܗܘ ܕܕܒܪܗ̇ ܡܢ ܚ̈ܝܐ ܕܙܒܢܐ ܢܫ̇ܘܗܝ (sic) ܠܓ[ـܢܘܢـ]ܗ ܕܠܐ ܦܛܪ ܐܡܝܢ ܒܝܕ ܨܠܘܬܐܗ̇ ܕܝܠܕܬ ܐܠܗܐ. ♰ ܢܦܩܬ ܡܢ ܥܠܡܐ ܗܢܐ ܡܠܐ ܥ̈ܩܬܐ ܘܬܢ̈ܚܬܐ ܠܥܠܡܐ ܕܡܠܐ ܚܕ̈ܘܬܐ ܘܒܘ̈ܣܡܐ ܒܪܬܐ ܕܝܠܝ ܒܘܪܝܟܗ ܝܘܡ ܚܡܫܐ ܒܫܒܐ ܠܝܘ̈ܡܬܐ ܬܪܥܣܪ ܒܠܘܝܠ (sic) ܝܪܚܐ ܕܫܢܬܐ ܕܬܫܥܝܢ ܘܚܕܐ ܕܝܘ̈ܢܝܐ ܕܠܥܠ ܡܢ ܐܠܦܐ ܘܬܠܬܡܐ ܕܡܪܝܐ ܐܠܗܐ ܗܘ ܕܕܒܪܗ̇ ܡܢ ܚ̈ܝܐ ܙܒ̈ܢܝܐ ܢܫܘܝـ[ܗ̇] ܠܓܢܘܢܗ ܕܠܐ ܦܛܪ . . .",http://syriaca.org/manuscript/1108#addition7,TRUE,,,,done,,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,addition8,,,,http://syriaca.org/manuscript/1108#addition8,1a,On fol. 1 a a later hand has written the following exercise in the alphabet of Bardesanes . ܛ ܛܥܢܛ (ܐܠܗܐ) ܥ ܥܣܨܗܛ (ܠܡܝܢܐ) ܚ ܚܫܕܨܛ (ܒܪܘܝܐ) ܣ ܣܒܨܗܛ (ܡܚܝܢܐ) ܙ ܙܚܕܥܛ (ܓܒܘܠܐ) ܗ . . . ܘ ܘܨܗܛ (ܕܝܢܐ) ܡ ܡـ . . . (ܣـ . . . ) ܢܢ ܢܘܨܛ (ܗܕܝܐ) ܠ ܠܘܕܫܛ (ܥܕܘܪܐ) ܕ ܕܫܘܛ (ܘܪܕܐ) ܟ ܟܫܕܬܛ (ܦܪܘܩܐ) ܓ ܓܨܕܗܛ (ܙܝܘܢܐ) ܝ ܝܨܫܛ (ܨܝܪܐ) ܒ ܒܗܗܛ (ܚܢܢܐ) ܬ ܬܘܨܪܛ (ܩܕܝܫܐ) ܐ ܐܚܛ (ܛܒܐ) ܫ ܫܪܕܨܛ (ܪܫܘܝܐ) ܨ ܨܢܕܚܛ (ܝܗܘܒܐ) ܪ ܪܚܕܬܛ (ܫܒܘܩܐ) ܦ ܟܛܢܛ (؟ܦܛܗܛ] ܩ ܩܚ . . . (ܬܒ . . . ) (ܦܐܗܐ ؟ܟܐܢܐ),http://syriaca.org/manuscript/1108#addition8,TRUE,,,,done,,
/data/tei/1109.xml,http://syriaca.org/manuscript/1109,addition1,,,,http://syriaca.org/manuscript/1109#addition1,,,#N/A,#N/A,,,,checked,Justin,no additions in file
/data/tei/1110.xml,http://syriaca.org/manuscript/1110,addition1,,,,http://syriaca.org/manuscript/1110#addition1,,The short marginal notes seem all to refer to the punctuation and reading of the text.,http://syriaca.org/manuscript/1110#addition1,TRUE,,,,done,,
/data/tei/1110.xml,http://syriaca.org/manuscript/1110,addition2,,,,http://syriaca.org/manuscript/1110#addition2,196a,"The colophon, fol. 196 a, states that this manuscript was written by one Moses , in the year above mentioned , in a convent, the name of which has been erased. ܐ̣ܬ݂ܟ݁ܬܸܒ ܕܝܢ ܟܬ݂ܵܒ݂ܵܐ ܗܢܐ ܡܠܸܐ ܚܲܝܸ̈ܐ. ܒܫܢܬ ܐܵܠܸܦ ܘܚܲܡܸܫ ܡܵܐܐ ܘܲܬ̣ܠܵܬܝ̣ܢ ܘܐܲܪܒ̇ܥ ܕܝܵܘ̈ܢܝܐ ܕܐܝ̣ܬܹܝܗ̇ ܒܲܕܛܲܝ̈ܝܸܐ ܫܢܸܬ ܫܸܬܡܵܐܐ ܘܐܬ̣ܫܲܥܥܣܲܪ. ܐܬܟܬܒ ܕܝܢ ܟܬܒܐ ܗܢܐ ܒܥܘܡܪܐ ܩܕܝܫܐ . . . ܢ ܕܨܠܘ̈ܬܗ ܢܗ̈ܘܝܵܢ ܫܘܪܐ ܪܡܐ ܠܟܬܘܒܐ ܡܚܝܠܐ ܘܠܩܪܘܝܐ ܡܗܝܪܐ ܘܠܥܠܡܐ ܟܠܗ ܐܡܝܢ. ܟܬ̣ܒ ܕܝܢ ܘܚܲܒܸ݁ܠ ܘܕܒܸ̇ܩ ܐܢܫ ܚܠܫܐ ܘܕܘܝܐ ܘܫܝܛܐ ܕܟܠܗܘܢ ܒܢܝ̈ܢܫܐ. ܗܢܐ ܕܐܣܬܝ̈ܛܝ ܥܝ̈ܢܝ ܡܕܥܗ ܡܢ ܢܘܗܪܐ ܡܬܝܕܥܢܐ ܕܣܘܟ̈ܠܝ ܪܘܚܐ ܒܝܕ ܣܓܝܐܘܬܐ ܕܥܒ݅ܕܘܗܝ ܒܝ̈ܫܐ ܚܛܝܐ. ܡܘܫܐ. ܘܠܐܠܗܐ ܫܘܒܚܐ. ܘ܏ܫ.",http://syriaca.org/manuscript/1110#addition2,TRUE,x,,x,done,,
/data/tei/1111.xml,http://syriaca.org/manuscript/1111,,,,,http://syriaca.org/manuscript/1111#,172a,"The colophon, fol. 172 a, states that this manuscript was written at Mosul , in the convent of Hormisdas or Hormuzd , by one 'Ebed-yeshūa' , for the priest Mārī . Owing to a rent in the leaf, the date has been rendered in part illegible, but the words ܐܬܟܬ[ܒ]. . . ܬܠܬܡܐ[ܐ] . . . ܘܚܡܫ are still quite clear. The date ust therefore lie between A. Gr. 1325—95 , A.D. 1014—84 . From some faint traces of letters it appears to be most probably A. Gr. 1385 , A. D. 1074 . ܐܬܟܬܒ ܕܝܢ ܒܥܘܡܪܗ ܕܢܨܝܚܐ ܘܛܒܝܒ ܒܥܢܘ̈ܝܐ ܘܪܝܫܐ ܕܝܚܝ̈ܕܝܐ ܪܒܢ ܗܘܿܪܡܸܙܕ ܢܝܢܘܝܐ ܏ܘܫ. ܟܬܒܗ ܕܝܢ ܕܘܝܐ ܡܢ ܟܠ ܘܚܠܫ ܡܢ ܟܠ ܏ܘܫ ܥܒܕܝܫܘܥ ܕܘܝܐ ܕܡܢ ܡܘܨܠ ܡܕܝܢܬ ܗܝܡܢܘܬܐ ܕܝ̣ܕܝ̣ܥ ܕܒܒܝ. ܡܢ ܒܢ̈ܘܗܝ ܕܗܢܐ ܛܘܒܬܢܐ ܘܐܒܐ ܡܒܪܟܐ ܪܒܢ ܗܘܿܪܡܸܙܕ ܨܠܘ̈ܬܗ ܥܠ ܟܠܢ ܐܡܝܢ. ܐܝܟ ܕܠܡܪܡܪܝ ܩܫܝܫܐ ܘܐ܏ܣܟܘ (i.e. ܘܐܣܟܘܠܝܐ ) ܐܚܘܗܝ ܒܡܫܝܚܐ ܘܪܚ̇ܡܗ ܒܫܪܪܐ. ܘܚܒܝܒܗ ܕܝܠܢܝܐ. ܏ܘܫ. ܐܬܟܬ[ܒ]. . . ܬܠܬܡܐ[ܐ]. . . ܘܚܡܫ . . . ܐ ܫܒܘܿ . . . ܘܐܒ̈ܗ . . . ܐ ܠܟܠ ܡ̇ܢ ܕܥܬܝܕ . . . ܒܟܬܒܐ ܗܢܐ ܐܝܟ ܕܢܹܩܪܸܐ ܐܘ ܕܢܲܨܲܚ ܏ܘܫ. ܐܝܟ ܐܠܦܐ ܠܠܡܐܢܐ ܡܢ ܡܟܫ̈ܘܠܐ̣ ܗܟܢܐ ܣܘܪܓܕܐ ܐܚܪܝܐ ܠܟܬܘܒܐ.",http://syriaca.org/manuscript/1111#,TRUE,x,,x,done,,
