syriacaBiblUri,syriacaZoteroUri,syriacaCmosFormattedCitation,cbscZoteroUri,syriaca_year,cbsc_year,syriaca_authors-editors,cbsc_authors-editors,syriaca_title,cbsc_title,match-type,correctedCBSCMatch,notes,checkedBy,status,hasPossibleMatch,potentialMatchNumber
http://syriaca.org/bibl/424,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Pawla of Edessa,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/548,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Testament of our Lord Jesus Christ,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/471,,,,2011,,"Kaufhold, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Sachau, Eduard",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1746,https://zotero.org/groups/392292/items/SBB9PA3M,,,1960,,"Darmo, ",,"Kthaba da-qdam wa-d-bathar wa-d-hudra wa-d-kashkol wa-d-gaza w-qala d-ʿudrane ʿam
kthaba d-mazmore",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/749,,,,1895,,"Clermont-Ganneau, ",,Ascalon et la ville de la Colombe,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1035,,,,1910,,"Huber, ",,"Die Wanderlegende von den Siebenschläfern. Eine
                     literargeschichtliche Untersuchung",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2426,https://zotero.org/groups/392292/items/CT94H5GB,,,forthcoming,,", ",,Esther,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1303,https://zotero.org/groups/392292/items/2FK8SVCF,,http://zotero.org/groups/4861694/items/ZHEQJXWT,1969,1969,"Fiey, Graffin (ed.)","Fiey, Graffin (ed.)",Diocèses syriens orientaux du Golfe persique,Diocèses syriens orientaux du Golfe persique,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/766,,,http://zotero.org/groups/4861694/items/4YBNA4LV,1968,1968,"Kaufhold,","Kaufhold,","Die “Lehre des Apostels Addai” (“Lehre der Apostel”). Zur Überlieferung
        pseudo-apostolischer Kanones in der syrischen Literatur","Die “Lehre des Apostels Addai” (“Lehre der Apostel”). Zur Überlieferung
        pseudo-apostolischer Kanones in der syrischen Literatur","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/737,,,,1914,,"Peeters, ",,CR de l’éd. de Burkitt,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/937,,,,1978,,"Poirier, ",,"L’Hymne de la Perle des Actes de Thomas: Étude de
                     la tradition manuscrite",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2518,https://zotero.org/groups/392292/items/7SE76IK2,,,1939,,"Furlani, ",,Il Proemio di Giorgio delle Nazioni al primo libro dei Primi Analitici di Aristotele,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/728,,,,1981,,"Erbetta, ",,"Gli Apocrifi del Nuovo Testamento. I. Vangeli. 2,
                     s.l. 1981",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1726,https://zotero.org/groups/392292/items/3AHUSGMT,,,1910,,", Bedjan (ed.)",,Homiliae selectae Mar-Jacobi Sarugensis,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/510,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Shemʿon Shanqlawi,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1907,https://zotero.org/groups/392292/items/DTX8E4DD,,,1876,,", Phillips (ed.)",,"The Doctrine of Addai, the apostle",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/530,,,,2011,,"Kaufhold, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Strothmann, Werner",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1804,https://zotero.org/groups/392292/items/P9DW3Z3G,,http://zotero.org/groups/4861694/items/N6JK7ETF,1984,1984,"Coakley,","Coakley,","A Syriac Version of the Letter of Cyril of Jerusalem on the Vision of the
        Cross","A Syriac Version of the Letter of Cyril of Jerusalem on the Vision of the
        Cross","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1697,https://zotero.org/groups/392292/items/KBE4WDD3,,,1890,,", Bedjan (ed.)",,Acta martyrum et sanctorum,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/767,,,http://zotero.org/groups/4861694/items/67WGEHEB,1887,1887,"Bonet Maury,","Bonet-Maury,","La Légende d’Abgar et de Thaddée et les missions chrétiennes à
        Édesse","La légende d’Abgar et de Thaddée et les missions chrétiennes à Édesse
        (108–180)","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/300,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Ishoʿyahb bar Malkon,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/664,,,http://zotero.org/groups/4861694/items/FQCVBMNS,1970,1970,"Segal,","Segal,","Edessa, 'the Blessed City'","Edessa, ‘The Blessed City’","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/522,,,http://zotero.org/groups/4861694/items/IHD7G9VV,2011,2011,"Witakowski, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock
        (ed.)","Witakowski, Butts (ed.), Kiraz (ed.), van Rompay (ed.), Brock
        (ed.)","Sleepers of Ephesus, Legend of the","Sleepers of Ephesus, Legend of the","2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/1894,https://zotero.org/groups/392292/items/X7H24N5J,,,1909,,"Lewis, Nestle, ",,"Codex Climaci rescriptus; fragments of sixth century Palestinian Syriac texts of
the Gospels, of the Acts of the apostles, and of St. Paul's Epistles. Also fragments of an early
Palestinian lectionary of the Old Testament, etc.",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/104,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Benjamin of Edessa,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2211,https://zotero.org/groups/392292/items/4REP2AC5,,,1960,,"Fenoyl, ",,Le sanctoral Copte,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/462,,,,2011,,"Kiraz, Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Raḥmani, Ignatius Ephrem II",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/518,,,,2011,,"Lane, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Shubḥalmaran,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/905,,,http://zotero.org/groups/4861694/items/F4UHMKVM,1991,1991,"Bundy,","Bundy,",Jacob of Nisibis as a Model for the Episcopacy,Jacob of Nisibis as a Model for the Episcopacy,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/627,,,,2011,,"Harrak, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Zacharias, Pseudo-",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2333,https://zotero.org/groups/392292/items/2QU3J7W2,,,2009,,", Budge (ed.), Bedrosian (ed.)",,Bar Hebraeus' Chronography: Translated from Syriac,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2429,https://zotero.org/groups/392292/items/WBEZCVWS,,,forthcoming,,", ",,3-4 Maccabees,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/164,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Daoud, Francis",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1386,https://zotero.org/groups/392292/items/P6STDISP,,,1956,,"Barsoum/برصوم, ",,al-Luʼluʼ al-manthūr fī tārīkh al-ʻulūm wa-al-ādāb al-Suryāniyyah | كتاب اللؤلؤ المنثور في تاريخ العلوم والأداب السريانية,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2539,https://zotero.org/groups/392292/items/GEBAAFQU,,,2014,,", Parmentier (ed.), Kitchen (ed.)",,The Syriac Book of Steps,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2145,,,,2009,,"Becker, ",,"Martyrdom, Religious Difference, and ""Fear"" as a Category of Piety
                in the Sasanian Empire | Martyrdom, Religious Difference, and ""Fear"" as a Category of Piety in
                the Sasanian Empire: The Case of the Martyrdom of Gregory and the Martyrdom of
                Yazdpaneh",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/143,,,,2011,,"Coakley, Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Church of the East,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1361,https://zotero.org/groups/392292/items/HJACXNXU,,,1901,,"Thomas of Marga, Bedjan (ed.)",,Liber superiorum seu Historia Monastica,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1764,https://zotero.org/groups/392292/items/6HVJRPEI,,http://zotero.org/groups/4861694/items/LP5XSJR6,1871,1871,"Zingerle,","Zingerle,",Chrestomathia syriaca,Chrestomathia Syriaca,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/531,,,,2011,,"Mengozzi, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Sureth,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2018,https://zotero.org/groups/392292/items/R7RT3R53,,http://zotero.org/groups/4861694/items/MGJULSBV,1953,1953,"Devos,","Devos,",Le dossier hagiographique de S. Jacques l’Intercis,Le dossier hagiographique de S. Jacques l’Intercis,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/991,,,,1964,,"Bornkamm, Hennecke (ed.), Hennecke (ed.), Schneemelcher (ed.), Schneemelcher (ed.)",,Thomasakten,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1071,,,http://zotero.org/groups/4861694/items/G464BGR3,1994,1994,"Van Rompay, Schoors (ed.), Van Deun (ed.)","van Rompay, Schoors (ed.), van Deun (ed.)","The Syriac Version of the “Life of Symeon Salos”. First
        Soundings",The Syriac Version of the “Life of Symeon Salos”: First Soundings,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1418,https://zotero.org/groups/392292/items/WQBJGZUU,,,1990,,"Palmer, ",,Vie de Samuel. Appendix microfiche à son Monk and Mason,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/768,,,http://zotero.org/groups/4861694/items/3SETYKXP,1983,1983,"Desreumaux,","Desreumaux,","La doctrine d’Addaï: essai de classement des témoins syriaques et
        grecs","La Doctrine d’Addaï. Essai de classement des témoins syriaques et
        grecs","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2291,https://zotero.org/groups/392292/items/K593MUUP,,,1831,,"Assemani, Assemani, Mai (ed.)",,Codices chaldaici sive syriaci Vaticani Assemaniani,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/59,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Art and architecture,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/554,,,,2011,,"Butts, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Theodoros Abū Qurra,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2040,https://zotero.org/groups/392292/items/MPIAIB8B,,,1865,,", Overbeck (ed.)",,"S. Ephraemi Syri, Rabulae Episcopi Edesseni
                        Balaei Aliorumque Opera Selecta | ܣܝܡܐ ܕܡܪܝ ܐܦܪܝܡ ܕܡܪܝ ܪܒܘܠܐ ܕܡܪܝ ܒܠܝ ܘܕܐܒܗܬܐ
                        ܐܚܪܢܐ",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/763,,,,51987,,"Drijvers, Schneemelcher (ed.)",,Abgarsage,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2068,https://zotero.org/groups/392292/items/PK4W7PT7,,http://zotero.org/groups/4861694/items/A7GJZHJ9,1967,1967,"Мелконян,","Мелконян,","Армянский перевод “Жития Мар-Авгена” (Из источников Фавста
        Бузанда)",Армянский перевод “Жития Мар-Авгена” (Из источников Фавста Бузанда),1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1126,,,http://zotero.org/groups/4861694/items/ITKGIBVT,1927,1927,"Nau,","Nau,",Deux épisodes de l’histoie juive sous Théodose II,"Deux épisodes de l’histoire juive sous Théodose II (423 et 438) d’après la Vie de
        Barsauma le Syrien","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1785,https://zotero.org/groups/392292/items/BVR4TFTB,,http://zotero.org/groups/4861694/items/VZNC99WT,1913,1913,"Burkitt,","Burkitt,","Euphemia and the Goth, with the Acts of martyrdom of the confessors of
        Edessa","Euphemia and the Goth, with the Acts of Martyrdom of the Confessors of
        Edessa","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1835,https://zotero.org/groups/392292/items/CDUZVVUU,,,1980,,"Draguet, ",,La Vie primitive de S. Antoine conservée en syriaque [Text],,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/482,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Sauget, Joseph-Marie",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2218,https://zotero.org/groups/392292/items/87C5D8ZM,,,2012,,"Sims-Williams, ",,EUGENIUS,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/610,,,,2011,,"Colless, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yoḥannan of Dalyatha,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/189,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"al-Duwayhī, Isṭifān",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/147,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Computing, Syriac",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/13,,,,2011,,"Roggema, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Abdisho bar Bahrīz,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1426,https://zotero.org/groups/392292/items/ZPNC4N2V,,,1998,,", ",,"Enciclopedia dei santi: le chiese orientali [= Bibliotheca sanctorum
                orientalium]",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/62,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Assemani, Joseph Aloysius",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2316,https://zotero.org/groups/392292/items/VFMJWMB9,,http://zotero.org/groups/4861694/items/XIEN4GK6,1991,1991,"Chiesa,","Chiesa,","Il Dossier Agiografico Latino Dei Santi Gurias, Samonas e
        Abibos","Il dossier agiografico latino dei santi Gurias, Samonas e Abibos","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/999,,,,1993,,"Poirier, ",,"Apousia. Note sur un mot des Actes de
                     Thomas",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/428,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Pawlos the Persian,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/213,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Eutyches,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1108,,,,1987,,"Shitomi, ",,"Note sur le Martyrium Arethae § 20: Date de la
                     persécution de Naǧrān",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2540,https://zotero.org/groups/392292/items/QPJ5BDXW,,,2011,,", Parmentier (ed.), Kitchen (ed.)",,The Syriac Book of Steps,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1819,https://zotero.org/groups/392292/items/4BCQXH3F,,http://zotero.org/groups/4861694/items/G83GIVTJ,1861,1861,"Lagarde,","de Lagarde,",Clementis Romani Recognitiones syriace,Clementis Romani Recognitiones syriace,"2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
