syriacaBiblUri,syriacaZoteroUri,cbscZoteroUri,syriaca_year,cbsc_year,syriaca_authors-editors,cbsc_authors-editors,syriaca_title,cbsc_title,match-type,correctedCBSCMatch,notes,checkedBy,status,hasPossibleMatch,potentialMatchNumber
http://syriaca.org/bibl/2262,https://zotero.org/groups/392292/items/XGQ5H8QU,http://zotero.org/groups/4861694/items/3LXRBDXD,2008,2008,"Kanaan,","Kanaan,","Legends, Places and Traditions Related to the Cult of Saint George in
        Lebanon","Legends, Places and Traditions Related to the Cult of Saint George in
        Lebanon","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/726,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/366,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/898,,http://zotero.org/groups/4861694/items/698TKNIB,1969,1969,"Blum,","Blum,","Rabbula von Edessa. Der Christ, der Bischof, der Theologe","Rabbula von Edessa. Der Christ, der Bischof, der Theologie","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/877,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/962,,http://zotero.org/groups/4861694/items/DPLLSCMG,1984,1984,"Neill,","Neill,",A History of Christianity in India. The Beginnings to AD 1707,A History of Christianity in India: The Beginnings to AD 1707,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/365,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2063,https://zotero.org/groups/392292/items/GMST93RP,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/409,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/670,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/422,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/405,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/185,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/131,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/759,,http://zotero.org/groups/4861694/items/NIC5VEC6,1967,1967,"Devos,","Devos,",Égérie à Édesse. S. Thomas l’Apôtre. Le roi Abgar,Égérie à Edesse. S. Thomas l’apôtre. Le roi Abgar,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2220,https://zotero.org/groups/392292/items/9VFF7ZAM,http://zotero.org/groups/4861694/items/HH69DKLQ,2002,2002,"Biesen,","den Biesen,",Bibliography of Ephrem the Syrian,Bibliography of Ephrem the Syrian,"2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/2325,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/931,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/53,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2079,https://zotero.org/groups/392292/items/JC2NXQXT,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/257,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/132,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/315,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/597,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1910,https://zotero.org/groups/392292/items/I9P57EFX,http://zotero.org/groups/4861694/items/QG25TEYW,1907,1907,"Scher,","Scher,",Notice sur la vie et les oeuvres de Yoḥannan bar Penkayê,Notice sur la vie et les œuvres de Yohannan bar Penkayê,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/988,,http://zotero.org/groups/4861694/items/2T6FWIUY,1904,1904,"Preuschen,","Preuschen,",Zwei gnostische Hymnen,Zwei gnostische Hymnen,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/228,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/623,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/918,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/656,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1791,https://zotero.org/groups/392292/items/FJEMIDAV,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1078,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/908,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/424,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/548,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/471,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1746,https://zotero.org/groups/392292/items/SBB9PA3M,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/749,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1035,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2426,https://zotero.org/groups/392292/items/CT94H5GB,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1303,https://zotero.org/groups/392292/items/2FK8SVCF,http://zotero.org/groups/4861694/items/ZHEQJXWT,1969,1969,"Fiey, Graffin (ed.)","Fiey, Graffin (ed.)",Diocèses syriens orientaux du Golfe persique,Diocèses syriens orientaux du Golfe persique,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/766,,http://zotero.org/groups/4861694/items/4YBNA4LV,1968,1968,"Kaufhold,","Kaufhold,","Die “Lehre des Apostels Addai” (“Lehre der Apostel”). Zur Überlieferung
        pseudo-apostolischer Kanones in der syrischen Literatur","Die “Lehre des Apostels Addai” (“Lehre der Apostel”). Zur Überlieferung
        pseudo-apostolischer Kanones in der syrischen Literatur","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/737,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/937,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2518,https://zotero.org/groups/392292/items/7SE76IK2,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/728,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1726,https://zotero.org/groups/392292/items/3AHUSGMT,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/510,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1907,https://zotero.org/groups/392292/items/DTX8E4DD,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/530,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1804,https://zotero.org/groups/392292/items/P9DW3Z3G,http://zotero.org/groups/4861694/items/N6JK7ETF,1984,1984,"Coakley,","Coakley,","A Syriac Version of the Letter of Cyril of Jerusalem on the Vision of the
        Cross","A Syriac Version of the Letter of Cyril of Jerusalem on the Vision of the
        Cross","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1697,https://zotero.org/groups/392292/items/KBE4WDD3,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/767,,http://zotero.org/groups/4861694/items/67WGEHEB,1887,1887,"Bonet Maury,","Bonet-Maury,","La Légende d’Abgar et de Thaddée et les missions chrétiennes à
        Édesse","La légende d’Abgar et de Thaddée et les missions chrétiennes à Édesse
        (108–180)","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/300,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/664,,http://zotero.org/groups/4861694/items/FQCVBMNS,1970,1970,"Segal,","Segal,","Edessa, 'the Blessed City'","Edessa, ‘The Blessed City’","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/522,,http://zotero.org/groups/4861694/items/IHD7G9VV,2011,2011,"Witakowski, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock
        (ed.)","Witakowski, Butts (ed.), Kiraz (ed.), van Rompay (ed.), Brock
        (ed.)","Sleepers of Ephesus, Legend of the","Sleepers of Ephesus, Legend of the","2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/1894,https://zotero.org/groups/392292/items/X7H24N5J,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/104,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2211,https://zotero.org/groups/392292/items/4REP2AC5,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/462,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/518,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/905,,http://zotero.org/groups/4861694/items/F4UHMKVM,1991,1991,"Bundy,","Bundy,",Jacob of Nisibis as a Model for the Episcopacy,Jacob of Nisibis as a Model for the Episcopacy,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/627,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2333,https://zotero.org/groups/392292/items/2QU3J7W2,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2429,https://zotero.org/groups/392292/items/WBEZCVWS,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/164,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1386,https://zotero.org/groups/392292/items/P6STDISP,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2539,https://zotero.org/groups/392292/items/GEBAAFQU,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2145,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/143,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1361,https://zotero.org/groups/392292/items/HJACXNXU,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1764,https://zotero.org/groups/392292/items/6HVJRPEI,http://zotero.org/groups/4861694/items/LP5XSJR6,1871,1871,"Zingerle,","Zingerle,",Chrestomathia syriaca,Chrestomathia Syriaca,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/531,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2018,https://zotero.org/groups/392292/items/R7RT3R53,http://zotero.org/groups/4861694/items/MGJULSBV,1953,1953,"Devos,","Devos,",Le dossier hagiographique de S. Jacques l’Intercis,Le dossier hagiographique de S. Jacques l’Intercis,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/991,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1071,,http://zotero.org/groups/4861694/items/G464BGR3,1994,1994,"Van Rompay, Schoors (ed.), Van Deun (ed.)","van Rompay, Schoors (ed.), van Deun (ed.)","The Syriac Version of the “Life of Symeon Salos”. First
        Soundings",The Syriac Version of the “Life of Symeon Salos”: First Soundings,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1418,https://zotero.org/groups/392292/items/WQBJGZUU,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/768,,http://zotero.org/groups/4861694/items/3SETYKXP,1983,1983,"Desreumaux,","Desreumaux,","La doctrine d’Addaï: essai de classement des témoins syriaques et
        grecs","La Doctrine d’Addaï. Essai de classement des témoins syriaques et
        grecs","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2291,https://zotero.org/groups/392292/items/K593MUUP,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/59,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/554,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2040,https://zotero.org/groups/392292/items/MPIAIB8B,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/763,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2068,https://zotero.org/groups/392292/items/PK4W7PT7,http://zotero.org/groups/4861694/items/A7GJZHJ9,1967,1967,"Мелконян,","Мелконян,","Армянский перевод “Жития Мар-Авгена” (Из источников Фавста
        Бузанда)",Армянский перевод “Жития Мар-Авгена” (Из источников Фавста Бузанда),1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1126,,http://zotero.org/groups/4861694/items/ITKGIBVT,1927,1927,"Nau,","Nau,",Deux épisodes de l’histoie juive sous Théodose II,"Deux épisodes de l’histoire juive sous Théodose II (423 et 438) d’après la Vie de
        Barsauma le Syrien","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1785,https://zotero.org/groups/392292/items/BVR4TFTB,http://zotero.org/groups/4861694/items/VZNC99WT,1913,1913,"Burkitt,","Burkitt,","Euphemia and the Goth, with the Acts of martyrdom of the confessors of
        Edessa","Euphemia and the Goth, with the Acts of Martyrdom of the Confessors of
        Edessa","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1835,https://zotero.org/groups/392292/items/CDUZVVUU,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/482,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2218,https://zotero.org/groups/392292/items/87C5D8ZM,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/610,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/189,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/147,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/13,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1426,https://zotero.org/groups/392292/items/ZPNC4N2V,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/62,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2316,https://zotero.org/groups/392292/items/VFMJWMB9,http://zotero.org/groups/4861694/items/XIEN4GK6,1991,1991,"Chiesa,","Chiesa,","Il Dossier Agiografico Latino Dei Santi Gurias, Samonas e
        Abibos","Il dossier agiografico latino dei santi Gurias, Samonas e Abibos","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/999,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/428,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/213,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1108,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2540,https://zotero.org/groups/392292/items/QPJ5BDXW,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1819,https://zotero.org/groups/392292/items/4BCQXH3F,http://zotero.org/groups/4861694/items/G83GIVTJ,1861,1861,"Lagarde,","de Lagarde,",Clementis Romani Recognitiones syriace,Clementis Romani Recognitiones syriace,"2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/810,,http://zotero.org/groups/4861694/items/JNMLTC4P,1993,1993,"Van Esbroeck,","van Esbroeck,","Les versions syriaques du panégyrique de Grégoire le
        Thaumaturge",Les versions syriaques du Panégyrique de Grégoire le Thaumaturge,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2458,https://zotero.org/groups/392292/items/4ITMSRRR,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/806,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1777,https://zotero.org/groups/392292/items/7WQ84GJX,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1844,https://zotero.org/groups/392292/items/M6XPCNQ2,http://zotero.org/groups/4861694/items/8LP95KBT,1882,1882,"Frothingham,","Frothingham,","L'omelia di Giacomo di Sarûg sul battesimo di Costantino
        imperatore",L’omelia di Giacomo di Sarûg sul battesimo di Costantino imperatore,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/355,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2336,https://zotero.org/groups/392292/items/62XRB9PR,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1324,https://zotero.org/groups/392292/items/97FU4ZQS,http://zotero.org/groups/4861694/items/GV5C8L6Y,1944,1944,"Graf,","Graf,",Geschichte der christlichen arabischen Literatur,Geschichte der christlichen arabischen Literatur,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/687,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/72,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/166,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2190,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2420,https://zotero.org/groups/392292/items/DUDIJM52,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2365,https://zotero.org/groups/392292/items/GC7IPWC2,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/947,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1349,https://zotero.org/groups/392292/items/FDIERKVX,http://zotero.org/groups/4861694/items/ULQR8CNY,1979,1979,"Brock,","Brock,",The Fenqitho of the Monastery of Mar Gabriel in Ṭūr ‘Abdīn,The Fenqitho of the Monastery of Mar Gabriel in Tur Abdin,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/397,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/230,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2100,https://zotero.org/groups/392292/items/GZITUBUQ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1863,https://zotero.org/groups/392292/items/ZBVZPHFM,http://zotero.org/groups/4861694/items/2WVPHWF3,1890,1890,"Hall,","Hall,",The story of Arsânîs,The Story of Arsânîs,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1743,https://zotero.org/groups/392292/items/QQV5626B,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/600,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1110,,http://zotero.org/groups/4861694/items/MS8WZM9Z,1957,1957,"Tonneau,","Tonneau,",Abraham de Natpar,Abraham de Natpar,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1343,https://zotero.org/groups/392292/items/EA4KPPQD,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1884,https://zotero.org/groups/392292/items/N5U9779T,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/85,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/712,,http://zotero.org/groups/4861694/items/8U6INPQP,1957,1957,"Rousseau,","Rousseau,",La Rencontre de saint Éphrem et de saint Basile,La rencontre de saint Ephrem et de saint Basile,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2476,https://zotero.org/groups/392292/items/QT2HCWWM,http://zotero.org/groups/4861694/items/XNYVJ3YW,1874,1874,"Zotenberg,","Zotenberg,","Catalogues des manuscrits syriaques et sabéens (mandaïtes) de la Bibliothèque
        Nationale","Manuscrits orientaux. Catalogues des manuscrits syriaques et sabéens (mandaïtes)
        de la Bibliothèque nationale","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1964,https://zotero.org/groups/392292/items/7E2II8N4,http://zotero.org/groups/4861694/items/M8BEDTF8,1914,1914,"Allgeier,","Allgeier,","Untersuchungen zur syrischen Überlieferung der
        Siebenschläferlegende",Untersuchungen zur syrischen Überlieferung der Siebenschläferlegende,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1314,https://zotero.org/groups/392292/items/5MZTQ5RZ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/99,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/453,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1360,https://zotero.org/groups/392292/items/HGMRG5VJ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/783,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1113,,http://zotero.org/groups/4861694/items/G8TGGVHV,1977,1977,"Beulay,","Beulay,","Précisions touchant l’identité et la biographie de Jean Saba de
        Dalyatha","Précisions touchant l’identité et la biographie de Jean Saba de
        Dalyatha","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2338,https://zotero.org/groups/392292/items/ESD3X8QN,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1855,https://zotero.org/groups/392292/items/QT4JQ47V,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2162,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/218,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2131,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2062,https://zotero.org/groups/392292/items/5RKUF2WR,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/583,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1153,,http://zotero.org/groups/4861694/items/V8GS8N4F,1971,1971,"Vööbus,","Vööbus,","Découverte d’un memra de Giwargi, évêque des Arabes, sur Sévère
        d’Antioche","Découverte d’un memra de Giwargi, évêque des Arabes, sur Sévère
        d’Antioche","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/721,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1150,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/594,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/839,,http://zotero.org/groups/4861694/items/LDDRU7P5,1990,1990,"de Halleux,","de Halleux, Görg (ed.), Schulz (ed.)","À propos du sermon éphrémien sur Jonas et la pénitence des
        Ninivites",À propos du sermon éphrémien sur Jonas et la pénitence des Ninivites,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1751,https://zotero.org/groups/392292/items/UTJ8XT89,http://zotero.org/groups/4861694/items/M4HBDWFZ,1907,1907,"Budge,","Budge,","The paradise, or garden of the holy fathers: being histories of the anchorites,
        recluses, monks, coenobites, and ascetic fathers of the deserts of Egypt between A.D. CCL
        and A.D. CCCC circiter","The Paradise or Garden of the Holy Fathers, Being Histories of the Anchorites,
        Recluses, Monks, Coenobites, and Ascetic Fathers of the Deserts of Egypt between A.D. CCL
        and A.D. CCCC circiter","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1116,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2347,https://zotero.org/groups/392292/items/4X6JC7CU,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2077,https://zotero.org/groups/392292/items/BH45SWNT,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1822,https://zotero.org/groups/392292/items/27WRQ3NF,http://zotero.org/groups/4861694/items/BPJSIG3H,1954,1954,"Krüger,","Krüger,","Der Sermo des Philoxenos von Mabbug de annuntiatione Dei Genitricis Mariae. Zum
        ersten Male herausgegeben mit einer Einleitung und Übersetzung","Der Sermo des Philoxenos von Mabbug de annuntiatione Dei Genitricis Mariae. Zum
        ersten Male herausgegeben mit einer Einleitung und Übersetzung","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/330,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2010,https://zotero.org/groups/392292/items/K6KSMANH,,,,,,,,5. no match,,,,not checked,FALSE,1
